Deal Type,Announce Date,Amendment Date,Completion/Termination Date,Target Name,Target Ticker,Acquirer Name,Acquirer Ticker,Announced Total Value (mil.),Announced Equity Value (mil.),Payment Type,TV/EBITDA,Deal Status,Acquirer Termination Fee,Cash Terms,Nature of Bid,Stock Terms
M&A,10/22/2013, ,1/2/2014,PAA Natural Gas Storage LP,PNG US,Plains All American Pipeline LP,PAA US,1304.53,759.8,Stock,16.53,Completed, ,N/A,Friendly,.4450 Aqr sh./Tgt sh.
M&A,3/16/2008,3/24/2008,6/2/2008,Bear Stearns Cos LLC/The,2942331Q US,JPMorgan Chase & Co,JPM US,1286.24,1286.24,Stock,0.22,Completed, ,N/A,Friendly,.2175 Aqr sh./Tgt sh.
M&A,5/16/2022, ,8/25/2022,Rattler Midstream LP,RTLR US,Diamondback Energy Inc,FANG US,1281.66,571.9,Stock,5.61,Completed, ,N/A,Friendly,.1130 Aqr sh./Tgt sh.
M&A,9/15/2021, ,3/30/2022,GreenSky Inc,GSKY US,Goldman Sachs Group Inc/The,GS US,1277.74,962.6,Stock,9.26,Completed, ,N/A,Friendly,.0300 Aqr sh./Tgt sh.
M&A,8/2/2004, ,1/3/2005,First National Bankshares of Florida Inc,FLB US,Fifth Third Bancorp,FITB US,1270.52,645.82,Stock, ,Completed, ,N/A,Friendly,.5065 Aqr sh./Tgt sh.
M&A,10/31/2018, ,7/23/2019,LSC Communications Inc,LKSDQ US,Quad/Graphics Inc,QUAD US,1265.87,373.87,Stock,6.39,Terminated,45,N/A,Friendly,.6250 Aqr sh./Tgt sh.
M&A,6/9/2010, ,8/25/2010,Eclipsys Corp,2217881D US,Veradigm Inc,MDRX US,1242.63,1345.62,Stock,17.81,Completed,40,N/A,Friendly,1.2000 Aqr sh./Tgt sh.
M&A,7/3/2023, ,10/20/2023,Rithm Property Trust Inc,RPT US,Ellington Financial Inc,EFC US,1201.3,167.67,Stock, ,Terminated, ,N/A,Friendly,.5308 Aqr sh./Tgt sh.
M&A,4/22/2021, ,11/15/2021,Meridian Bancorp Inc,EBSB US,Independent Bank Corp,INDB US,1200.12,1200.12,Stock, ,Completed, ,N/A,Friendly,.2750 Aqr sh./Tgt sh.
M&A,3/19/2007, ,8/31/2007,InfraSource Services LLC,1730313D US,Quanta Services Inc,PWR US,1194.21,1169.2,Stock,15.93,Completed, ,N/A,Friendly,1.2230 Aqr sh./Tgt sh.
M&A,4/10/2017, ,5/11/2017,Straight Path Communications Inc,STRP US,AT&T Inc,T US,1186.44,1194.28,Stock, ,Terminated,85,N/A,Friendly,USD 95.6300/Tgt sh.
M&A,3/28/2022, ,7/6/2022,Neenah Inc,NP US,Mativ Holdings Inc,MATV US,1136.8,679,Stock,32.2,Completed,24,N/A,Friendly,1.3580 Aqr sh./Tgt sh.
M&A,7/11/2006, ,12/1/2006,Harbor Florida Bancshares Inc,HARB US,National City Corp,NCC US,1131.6,1066.53,Stock, ,Completed, ,N/A,Friendly,1.2206 Aqr sh./Tgt sh.
M&A,12/13/2007, ,3/18/2008,AMIS Holdings Inc,AMIS US,ON Semiconductor Corp,ON US,1104.67,916.47,Stock,8.09,Completed, ,N/A,Friendly,1.1500 Aqr sh./Tgt sh.
M&A,3/21/2011, ,9/2/2011,OptionsXpress Holdings Inc,OXPS US,Charles Schwab Corp/The,SCHW US,1091.37,1070.53,Stock,12.23,Completed, ,N/A,Friendly,1.0200 Aqr sh./Tgt sh.
M&A,11/7/2016, ,2/28/2017,EarthLink Holdings Corp,ELNK US,Windstream Holdings Inc,WINMQ US,1077.47,683.23,Stock,5.58,Completed,70,N/A,Friendly,.8180 Aqr sh./Tgt sh.
M&A,2/23/2011,4/29/2011,9/8/2011,Duncan Energy Partners LP,DEP US,Enterprise Products Partners LP,EPD US,1056.65,1056.65,Stock,9.3,Completed, ,N/A,Unsolicited to Friendly,1.0100 Aqr sh./Tgt sh.
M&A,6/17/2019, ,10/31/2019,C&J Energy Services Inc,CJ US,NexTier Oilfield Solutions Inc,NEX US,1047.8,822.8,Stock,15.64,Completed,30,N/A,Friendly,1.6149 Aqr sh./Tgt sh.
M&A,4/28/2016, ,9/2/2016,Cash America International Inc,CSH US,FirstCash Inc,9990819D US,1046.35,943.43,Stock,9.1,Completed,30,N/A,Friendly,.8400 Aqr sh./Tgt sh.
M&A,3/31/2021, ,7/16/2021,Diamond S Shipping Inc,DSSI US,International Seaways Inc,INSW US,1042.71,438.37,Stock,11.28,Completed,30,N/A,Friendly,.5537 Aqr sh./Tgt sh.
M&A,11/29/2007, ,4/1/2008,US BioEnergy Corp,USBE US,VeraSun Energy Corp,VSUNQ US,1021.63,754.29,Stock, ,Completed, ,N/A,Friendly,.8100 Aqr sh./Tgt sh.
M&A,2/3/2020, ,6/2/2020,Opus Bank,OPB US,Pacific Premier Bancorp Inc,PPBI US,1020.38,1020.38,Stock, ,Completed, ,N/A,Friendly,.9000 Aqr sh./Tgt sh.
M&A,9/30/2016, ,12/9/2016,Cheniere Energy Partners LP Holdings LLC,CQH US,Cheniere Energy Inc,LNG US,1019.87,1019.87,Stock, ,Terminated, ,N/A,Friendly,.5049 Aqr sh./Tgt sh.
M&A,1/18/2011, ,7/29/2011,Sterling Bancshares Inc/TX,SBIB US,Comerica Inc,CMA US,1017.22,1247.12,Stock, ,Completed, ,N/A,Friendly,.2365 Aqr sh./Tgt sh.
M&A,12/7/2015, ,8/1/2016,Wilshire Bancorp Inc,WIBC US,Hope Bancorp Inc,HOPE US,1008.2,1008.2,Stock, ,Completed,40,N/A,Friendly,.7034 Aqr sh./Tgt sh.
M&A,11/18/2019, ,5/4/2020,Carolina Financial Corp,CARO US,United Bankshares Inc/WV,UBSI US,1003.02,1003.02,Stock, ,Completed, ,N/A,Friendly,1.1300 Aqr sh./Tgt sh.
M&A,7/23/2006, ,1/3/2007,Newkirk Realty Trust Inc,NKT US,LXP Industrial Trust,LXP US,996.92,326.93,Stock, ,Completed, ,N/A,Friendly,.8000 Aqr sh./Tgt sh.
M&A,7/25/2017, ,4/2/2018,MainSource Financial Group Inc,MSFG US,First Financial Bancorp,FFBC US,988.96,988.96,Stock, ,Completed, ,N/A,Friendly,1.3875 Aqr sh./Tgt sh.
M&A,5/22/2018, ,1/2/2019,Guaranty Bancorp,GBNK US,Independent Bank Group Inc,IBTX US,985.51,985.51,Stock, ,Completed, ,N/A,Friendly,.4500 Aqr sh./Tgt sh.
M&A,11/16/2017, ,4/2/2018,Almost Family Inc,AFAM US,LHC Group Inc,LHCG US,985.23,871.24,Stock,26.23,Completed,30,N/A,Friendly,.9150 Aqr sh./Tgt sh.
M&A,3/14/2007, ,8/7/2007,Argonaut Group Inc/Old,2230451Q US,Argo Group International Holdi,ARGO US,972.02,972.02,Stock, ,Completed, ,N/A,Friendly,.6484 Aqr sh./Tgt sh.
M&A,5/13/2018,12/24/2018,1/2/2019,State Bank Financial Corp,STBZ US,Cadence BanCorp,9966911D US,965.28,965.28,Stock, ,Completed, ,N/A,Friendly,1.2710 Aqr sh./Tgt sh.
M&A,2/12/2004, ,5/17/2004,Nuevo Energy Co,3401347Q US,Plains Exploration & Production Co,PXP US,962.23,557.68,Stock,5.32,Completed, ,N/A,Friendly,1.7650 Aqr sh./Tgt sh.
M&A,7/24/2018, ,1/2/2019,Green Bancorp Inc,GNBC US,Veritex Holdings Inc,VBTX US,946.97,946.97,Stock, ,Completed,40,N/A,Friendly,.7900 Aqr sh./Tgt sh.
M&A,7/25/2023, ,12/1/2023,PacWest Bancorp,PACW US,Banc of California Inc,BANC US,942.09,942.09,Stock, ,Completed, ,N/A,Friendly,.6569 Aqr sh./Tgt sh.
M&A,2/26/2004, ,12/22/2004,Ilex Oncology Inc,ILXO US,Genzyme Corp,GENZ US,913.59,1014.15,Stock, ,Completed, ,N/A,Friendly,.4682 Aqr sh./Tgt sh.
M&A,8/13/2012, ,2/5/2013,Comverse Technology Inc,CMVT US,Verint Systems Inc,VRNT US,905.02,798.22,Stock, ,Completed, ,N/A,Friendly,.1298 Aqr sh./Tgt sh.
M&A,5/18/2021, ,10/1/2021,Altabancorp,ALTA US,Glacier Bancorp Inc,GBCI US,900.57,900.57,Stock, ,Completed, ,N/A,Friendly,.7971 Aqr sh./Tgt sh.
M&A,8/18/2016, ,4/24/2017,Cardinal Financial Corp,CFNL US,United Bankshares Inc/WV,UBSI US,898.36,898.36,Stock, ,Completed, ,N/A,Friendly,.7100 Aqr sh./Tgt sh.
M&A,9/13/2012, ,4/15/2013,Citizens Republic Bancorp Inc,CRBC US,FirstMerit Corp,FMER US,894.32,894.32,Stock, ,Completed,37.5,N/A,Friendly,1.3700 Aqr sh./Tgt sh.
M&A,11/26/2018, ,1/28/2019,Dominion Energy Midstream Partners LP,1851869D US,Dominion Energy Inc,D US,891.98,891.98,Stock,4.56,Completed, ,N/A,Friendly,.2492 Aqr sh./Tgt sh.
M&A,5/31/2022, ,9/15/2022,CatchMark Timber Trust Inc,CTT US,PotlatchDeltic Corp,PCH US,886.12,612.51,Stock,24.32,Completed,9.69212,N/A,Friendly,.2300 Aqr sh./Tgt sh.
M&A,3/10/2021, ,1/3/2022,Bryn Mawr Bank Corp,BMTC US,WSFS Financial Corp,WSFS US,880.15,880.15,Stock, ,Completed, ,N/A,Friendly,.9000 Aqr sh./Tgt sh.
M&A,8/12/2020, ,11/13/2020,Montage Resources Corp,MR US,Southwestern Energy Co,SWN US,868.53,181.75,Stock,4.65,Completed, ,N/A,Friendly,1.8656 Aqr sh./Tgt sh.
M&A,2/27/2023, ,5/31/2023,Broadmark Realty Capital Inc,BRMK US,Ready Capital Corp,RC US,864.85,820.7,Stock,9.78,Completed,23.639,N/A,Friendly,.4723 Aqr sh./Tgt sh.
M&A,12/19/2023, ,4/2/2024,CSI Compressco LP,CCLP US,Kodiak Gas Services Inc,KGS US,842.51,222.17,Stock,7.45,Completed,20,N/A,Friendly,.0860 Aqr sh./Tgt sh.
M&A,2/8/2018, ,7/23/2018,NuStar GP Holdings LLC,1842126D US,NuStar Energy LP,NS US,840.21,797.93,Stock, ,Completed, ,N/A,Friendly,.5500 Aqr sh./Tgt sh.
M&A,11/26/2018, ,4/1/2019,National Commerce Corp,NCOM US,CenterState Bank Corp,CSFL US,835.91,835.91,Stock, ,Completed,31.8,N/A,Friendly,1.6500 Aqr sh./Tgt sh.
M&A,3/8/2006,6/5/2006,6/22/2006,Lexar Media Inc,LEXR US,Micron Technology Inc,MU US,832.69,828.13,Stock, ,Completed, ,N/A,Friendly,.5625 Aqr sh./Tgt sh.
M&A,7/26/2017, ,1/2/2018,USAmeriBancorp Inc,USAB US,Valley National Bancorp,VLY US,816,816,Stock, ,Completed, ,N/A,Friendly,6.1000 Aqr sh./Tgt sh.
M&A,5/18/2023, ,8/18/2023,Urstadt Biddle Properties Inc,UBA US,Regency Centers Corp,REG US,814.31,814.31,Stock,9.71,Completed, ,N/A,Friendly,.3470 Aqr sh./Tgt sh.
M&A,1/29/2008, ,3/25/2008,CNX Gas LLC,CXG US,CNX Resources Corp,CNX US,813.87,813.87,Stock,16.16,Terminated, ,N/A,Unsolicited,.4425 Aqr sh./Tgt sh.
M&A,3/25/2011,7/11/2011,12/1/2011,Encore Energy Partners LP,ENP US,Vanguard Natural Resources LLC,VNRSQ US,807.88,575.26,Stock,11.81,Completed, ,N/A,Unsolicited,.7500 Aqr sh./Tgt sh.
M&A,9/29/2015, ,2/1/2016,Rentrak Corp,RENT US,comScore Inc,SCOR US,800.92,879.87,Stock,146.74,Completed,57,N/A,Friendly,1.1500 Aqr sh./Tgt sh.
M&A,7/10/2014, ,8/15/2014,TransMontaigne Partners LLC,TLP US,NGL Energy Partners LP,NGL US,798.2,565.67,Stock,13.54,Terminated, ,N/A,Friendly,1.0000 Aqr sh./Tgt sh.
M&A,10/17/2016,1/3/2017,7/3/2017,Alon USA Energy Inc,ALJ US,Delek US Holdings Inc,DK US,792.06,445.64,Stock,27.23,Completed,20,N/A,Friendly,.5040 Aqr sh./Tgt sh.
M&A,3/2/2015, ,10/8/2015,Square 1 Financial Inc,SQBK US,PacWest Bancorp,PACW US,789.04,789.04,Stock, ,Completed, ,N/A,Friendly,.5997 Aqr sh./Tgt sh.
M&A,11/8/2021, ,10/3/2022,Allegiance Bancshares Inc,ABTX US,Stellar Bancorp Inc,STEL US,782.12,782.12,Stock, ,Completed,32.5,N/A,Friendly,1.4184 Aqr sh./Tgt sh.
M&A,6/24/2019, ,11/1/2019,NRC Group Holdings Corp,NRCG US,US Ecology Inc,ECOL US,771.32,435.69,Stock, ,Completed,60,N/A,Friendly,.1960 Aqr sh./Tgt sh.
M&A,12/13/2007, ,2/28/2008,MoneyGram International Inc,MGI US,Euronet Worldwide Inc,EEFT US,759.09,1627.38,Stock,3.23,Terminated, ,N/A,Unsolicited,.6179 Aqr sh./Tgt sh.
M&A,1/31/2007, ,8/15/2007,Woodbridge Holdings Corp,WDGH US,Bluegreen Vacations Holding Co,BVH US,757.93,219.94,Stock, ,Terminated, ,N/A,Friendly,2.2700 Aqr sh./Tgt sh.
M&A,6/26/2019, ,12/2/2019,Oritani Financial Corp,ORIT US,Valley National Bancorp,VLY US,748.23,748.23,Stock, ,Completed,1.8,N/A,Friendly,1.6000 Aqr sh./Tgt sh.
M&A,10/30/2017, ,8/1/2018,Capella Education Co,CPLA US,Strategic Education Inc,STRA US,732.98,912.52,Stock,8.57,Completed,25,N/A,Friendly,.8750 Aqr sh./Tgt sh.
M&A,5/22/2017, ,1/2/2018,Xenith Bankshares Inc,XBKS US,Atlantic Union Bankshares Corp,AUB US,731.97,731.97,Stock, ,Completed,26.5,N/A,Friendly,.9354 Aqr sh./Tgt sh.
M&A,11/12/2014, ,2/17/2015,Enterprise Terminaling Services LP,OILT US,Enterprise Products Partners LP,EPD US,731.96,731.96,Stock,12.3,Completed, ,N/A,Friendly,1.3000 Aqr sh./Tgt sh.
M&A,9/13/2006, ,12/20/2006,Windrose Medical Properties Trust,980359Q US,Welltower Inc,WELL US,730.25,369.07,Stock,16.19,Completed, ,N/A,Friendly,.4509 Aqr sh./Tgt sh.
M&A,7/15/2019, ,11/1/2019,United Financial Bancorp Inc,UBNK US,People's United Financial Inc,PBCT US,730.1,730.1,Stock, ,Completed, ,N/A,Friendly,.8750 Aqr sh./Tgt sh.
M&A,8/8/2023, ,10/2/2023,EchoStar Corp,SATS US,DISH Network Corp,DISH US,726.33,754.98,Stock,1.08,Terminated, ,N/A,Friendly,2.8500 Aqr sh./Tgt sh.
M&A,12/16/2003, ,5/17/2004,Trust Co of New Jersey/The,TCNJ US,North Fork Bancorporation Inc,NFB US,720.3,406.54,Stock, ,Completed, ,N/A,Friendly,1.0000 Aqr sh./Tgt sh.
M&A,2/5/2004, ,7/16/2004,Belden Inc/Old,634196Q US,Cable Design Technologies Corp,CDT US,715.68,531.85,Stock, ,Completed, ,N/A,Friendly,1.0000 Aqr sh./Tgt sh.
M&A,1/12/2006, ,8/30/2006,Identix Inc,IDNX US,L-1 Identity Solutions Inc,1847569D US,713.85,744.13,Stock, ,Completed,20,N/A,Friendly,.4730 Aqr sh./Tgt sh.
M&A,1/28/2014, ,6/23/2014,Tortoise Energy Capital Corp,TYY US,Tortoise Energy Infrastructure Corp,TYG US,689.9,689.9,Stock, ,Completed, ,N/A,Friendly,.7495 Aqr sh./Tgt sh.
M&A,7/22/2013, ,11/20/2013,Nash Finch Co,NAFC US,SpartanNash Co,SPTN US,688.08,291.77,Stock,10.68,Completed,12,N/A,Friendly,1.2000 Aqr sh./Tgt sh.
M&A,8/8/2006, ,1/30/2007,McDATA Corp,MCDTA US,Brocade Communications Systems LLC,BRCD US,676.04,715.16,Stock,9.07,Completed,60,N/A,Friendly,.7500 Aqr sh./Tgt sh.
M&A,6/1/2009, ,11/19/2009,NATCO Group Inc,3695043Q US,Cameron International Corp,CAM US,671.61,692.96,Stock,10.47,Completed, ,N/A,Friendly,1.1850 Aqr sh./Tgt sh.
M&A,2/10/2009, ,1/27/2010,Ticketmaster Entertainment Inc,TKTM US,Live Nation Entertainment Inc,LYV US,670.01,453.69,Stock,2.86,Completed, ,N/A,Friendly,1.4744 Aqr sh./Tgt sh.
M&A,3/16/2005, ,8/17/2005,General Binding LLC,GBND US,ACCO Brands Corp,ACCO US,667.82,375.73,Stock,9.11,Completed, ,N/A,Friendly,1.0000 Aqr sh./Tgt sh.
M&A,7/30/2014, ,4/1/2015,Journal Communications Inc,JRN US,EW Scripps Co/The,SSP US,658.59,502.43,Stock,8.08,Completed,15.8,N/A,Friendly,.5176 Aqr sh./Tgt sh.
M&A,4/27/2017, ,12/1/2017,Park Sterling Corp,PSTB US,SouthState Corp,SSB US,657.29,657.29,Stock, ,Completed,25,N/A,Friendly,.1400 Aqr sh./Tgt sh.
M&A,1/10/2017, ,11/2/2017,Pacific Continental Corp,PCBK US,Columbia Banking System Inc,COLB US,649.08,649.08,Stock, ,Completed, ,N/A,Friendly,.6430 Aqr sh./Tgt sh.
M&A,11/13/2022, ,3/1/2024,Luther Burbank Corp,LBC US,WaFd Inc,WAFD US,646.2,646.2,Stock, ,Completed, ,N/A,Friendly,.3353 Aqr sh./Tgt sh.
M&A,5/7/2013,8/12/2013,12/18/2013,Pioneer Southwest Energy Partners LP,PSE US,Pioneer Natural Resources Co,PXD US,642.04,642.04,Stock,12.6,Completed, ,N/A,Unsolicited,.2325 Aqr sh./Tgt sh.
M&A,2/12/2018, ,7/18/2018,Grandpoint Capital Inc,GPNC US,Pacific Premier Bancorp Inc,PPBI US,641.2,641.2,Stock, ,Completed, ,N/A,Friendly,.4750 Aqr sh./Tgt sh.
M&A,6/16/2004, ,10/1/2004,Exult Inc,EXLT US,Aon Hewitt LLC,HEW US,636.65,705.63,Stock,21.24,Completed, ,N/A,Friendly,.2000 Aqr sh./Tgt sh.
M&A,10/26/2009, ,4/5/2010,Allied Capital Corp,8215820Q US,Ares Capital Corp,ARCC US,632.2,N/A,Stock, ,Completed,30,N/A,Friendly,.3250 Aqr sh./Tgt sh.
M&A,1/9/2007, ,6/4/2007,Placer Sierra Bancshares,8184843Q US,Wells Fargo & Co,WFC US,629.02,629.02,Stock, ,Completed, ,N/A,Friendly,.7788 Aqr sh./Tgt sh.
M&A,10/5/2018, ,2/1/2019,Access National Corp,ANCX US,Atlantic Union Bankshares Corp,AUB US,627.67,N/A,Stock, ,Completed,25,N/A,Friendly,0.75 Aqr sh./Tgt sh.
M&A,6/24/2019, ,10/28/2019,Rudolph Technologies Inc,RTEC US,Onto Innovation Inc,ONTO US,626.93,782.5,Stock,12.94,Completed,26,N/A,Friendly,.8042 Aqr sh./Tgt sh.
M&A,12/15/2005, ,6/2/2006,Main Street Banks Inc,MSBK US,Truist Financial Corp,TFC US,621.46,621.46,Stock, ,Completed, ,N/A,Friendly,.6602 Aqr sh./Tgt sh.
M&A,11/8/2004, ,5/16/2005,Standard Commercial Corp,STW US,Old Holdco Inc,PYXSQ US,613.46,243.29,Stock,8.86,Completed, ,N/A,Friendly,3.0000 Aqr sh./Tgt sh.
M&A,5/21/2015, ,10/9/2015,Eagle Rock Energy Partners LP,EROC US,Vanguard Natural Resources LLC,VNRSQ US,605.45,465.64,Stock,18.19,Completed,20,N/A,Friendly,.1850 Aqr sh./Tgt sh.
M&A,1/2/2018, ,4/27/2018,Archrock Partners LP,APLP US,Archrock Inc,AROC US,584.85,584.85,Stock,4.38,Completed, ,N/A,Friendly,1.4000 Aqr sh./Tgt sh.
M&A,6/19/2018, ,9/20/2018,Cheniere Energy Partners LP Holdings LLC,CQH US,Cheniere Energy Inc,LNG US,575.13,575.13,Stock, ,Completed, ,N/A,Friendly,.4750 Aqr sh./Tgt sh.
M&A,6/20/2011, ,2/29/2012,LSM Holdings LLC,1281485D US,Carpenter Technology Corp,CRS US,575.04,406.58,Stock, ,Completed,5,N/A,Friendly,8.1000 Mln Sh
M&A,5/25/2023, ,9/28/2023,Desktop Metal Inc,DM US,Stratasys Ltd,SSYS US,569.88,583.23,Stock, ,Terminated, ,N/A,Friendly,.1230 Aqr sh./Tgt sh.
M&A,12/10/2003, ,1/26/2004,Right Management Inc,857436Q US,ManpowerGroup Inc,MAN US,563.03,453.6,Stock,5.96,Completed, ,N/A,Friendly,.3874 Aqr sh./Tgt sh.
M&A,1/27/2004, ,3/1/2006,Unizan Financial Corp,UNIZ US,Huntington Bancshares Inc/OH,HBAN US,559.02,198.7,Stock, ,Completed, ,N/A,Friendly,1.1400 Aqr sh./Tgt sh.
M&A,7/12/2021, ,10/7/2021,Lonestar Resources US Inc,LONE US,Ranger Oil Corp,ROCC US,558.86,308.02,Stock,6.74,Completed,6,N/A,Friendly,.5100 Aqr sh./Tgt sh.
M&A,9/17/2007, ,2/8/2008,McLeod USA LLC,3503850Q US,PAETEC Holding LLC,PAET US,557,557,Stock, ,Completed, ,N/A,Friendly,1.3000 Aqr sh./Tgt sh.
M&A,11/1/2017, ,7/30/2018,Southcross Energy Partners LLC,SXEEQ US,American Midstream Partners LP,2072499D US,550.21,29.52,Stock,11.39,Terminated, ,N/A,Friendly,.1600 Aqr sh./Tgt sh.
M&A,12/13/2022, ,8/28/2023,Mobile Infrastructure Corp,MBIC US,Mobile Infrastructure Corp,BEEP US,550,550,Stock,126,Completed, ,N/A,Friendly,USD 550.0000 Mln
M&A,6/19/2018, ,10/2/2018,First Connecticut Bancorp Inc/Farmington CT,1752683D US,People's United Financial Inc,PBCT US,540.61,540.61,Stock, ,Completed, ,N/A,Friendly,1.7250 Aqr sh./Tgt sh.
M&A,6/28/2018, ,12/13/2018,Keryx Biopharmaceuticals Inc,KERX US,Akebia Therapeutics Inc,AKBA US,537.71,472.8,Stock, ,Completed,22,N/A,Friendly,.3743 Aqr sh./Tgt sh.
M&A,11/19/2021, ,4/11/2022,Spirit of Texas Bancshares Inc,STXB US,Simmons First National Corp,SFNC US,526.06,537.07,Stock,6.86,Completed, ,N/A,Friendly,1.0017 Aqr sh./Tgt sh.
M&A,9/19/2023, ,7/16/2024,Cambridge Bancorp,CATC US,Eastern Bankshares Inc,EBC US,521.51,521.51,Stock, ,Completed,21,N/A,Friendly,4.9560 Aqr sh./Tgt sh.
M&A,6/6/2013, ,11/12/2013,New Young Broadcasting Holding Co Inc,NYBH US,Media General Inc,1811934D US,519.89,519.89,Stock, ,Completed, ,N/A,Friendly,60.2000 Mln Sh
M&A,7/14/2021, ,1/3/2022,Reliant Bancorp Inc,RBNC US,United Community Banks Inc/GA,UCB US,518.02,518.02,Stock, ,Completed, ,N/A,Friendly,.9842 Aqr sh./Tgt sh.
M&A,8/12/2019, ,10/14/2019,Eidos Therapeutics Inc,EIDX US,Bridgebio Pharma Inc,BBIO US,517.97,517.97,Stock, ,Withdrawn, ,N/A,Unsolicited,1.5000 Aqr sh./Tgt sh.
M&A,4/20/2015, ,10/6/2015,LRR Energy LP,LRE US,Vanguard Natural Resources LLC,VNRSQ US,516.57,229.31,Stock,16.28,Completed, ,N/A,Friendly,.5500 Aqr sh./Tgt sh.
M&A,11/5/2014, ,7/1/2015,Hudson Valley Holding Corp,HVB US,Sterling Bancorp/DE,STL US,511.18,511.18,Stock, ,Completed,20,N/A,Friendly,1.9200 Aqr sh./Tgt sh.
M&A,8/6/2008, ,12/17/2008,Gener8 Maritime Subsidiary III Ltd,ATB US,Gener8 Maritime Inc/Old,GMRRQ US,509.63,292.5,Stock,10.88,Completed, ,N/A,Friendly,1.3400 Aqr sh./Tgt sh.
M&A,7/23/2019, ,11/25/2019,Old Line Bancshares Inc,OLBK US,WesBanco Inc,WSBC US,499.93,499.93,Stock, ,Completed, ,N/A,Friendly,.7844 Aqr sh./Tgt sh.
M&A,11/9/2015, ,7/22/2016,C1 Financial Inc,BNK US,Bank OZK,OZK US,494.55,494.55,Stock, ,Completed, ,N/A,Friendly,.6283 Aqr sh./Tgt sh.
M&A,2/14/2018, ,6/15/2018,Layne Christensen Co,LAYN US,Granite Construction Inc,GVA US,485.97,346.99,Stock,19.09,Completed, ,N/A,Friendly,.2700 Aqr sh./Tgt sh.
M&A,5/6/2019, ,8/6/2019,Amplify Energy Corp/TX,9987666D US,Amplify Energy Corp,AMPY US,484.75,240.45,Stock,5.09,Completed,4.5,N/A,Friendly,.9330 Aqr sh./Tgt sh.
M&A,11/13/2006,1/26/2007,1/29/2007,Solexa Inc,SLXA US,Illumina Inc,ILMN US,481.96,550.7,Stock, ,Completed, ,N/A,Friendly,.3440 Aqr sh./Tgt sh.
M&A,7/1/2020, ,2/1/2021,Dime Community Bancshares Inc,9990201D US,Dime Community Bancshares Inc,DCOM US,481.93,481.93,Stock, ,Completed, ,N/A,Friendly,.6480 Aqr sh./Tgt sh.
M&A,7/20/2017, ,2/2/2018,Bank Mutual Corp,BKMU US,Associated Banc-Corp,ASB US,478.52,478.52,Stock, ,Completed, ,N/A,Friendly,.4220 Aqr sh./Tgt sh.
M&A,8/4/2015, ,2/16/2016,Metro Bancorp Inc,METR US,FNB Corp/PA,FNB US,477.76,477.76,Stock, ,Completed, ,N/A,Friendly,2.3730 Aqr sh./Tgt sh.
M&A,9/9/2019, ,2/3/2020,United Community Financial Corp/OH,UCFC US,Premier Financial Corp,PFC US,471.75,471.75,Stock, ,Completed,18.4,N/A,Friendly,.3715 Aqr sh./Tgt sh.
M&A,4/15/2024, ,8/2/2024,Macatawa Bank Corp,MCBC US,Wintrust Financial Corp,WTFC US,471.18,471.18,Stock, ,Completed, ,N/A,Friendly,.1370 Aqr sh./Tgt sh.
M&A,8/7/2019, ,11/22/2019,Avedro Inc,1855568D US,Glaukos Corp,GKOS US,468.3,512.73,Stock, ,Completed, ,N/A,Friendly,.3650 Aqr sh./Tgt sh.
M&A,9/9/2004, ,9/21/2004,Artesyn Embedded Technologies Inc,ATSN US,Bel Fuse Inc,BELFA US,468.21,479.09,Stock,14.44,Terminated, ,N/A,Hostile,.2650 Aqr sh./Tgt sh.
M&A,9/7/2007, ,2/4/2008,KNBT Bancorp Inc,KNBT US,National Penn Bancshares Inc,NPBC US,466.82,466.82,Stock, ,Completed, ,N/A,Friendly,1.0300 Aqr sh./Tgt sh.
M&A,10/29/2020, ,3/22/2021,Oaktree Strategic Income Corp,OCSI US,Oaktree Specialty Lending Corp,OCSL US,465.13,183.08,Stock,42.9,Completed,20,N/A,Friendly,1.3371 Aqr sh./Tgt sh.
M&A,9/16/2015,11/2/2015,3/16/2016,Oxford Square Capital Corp,OXSQ US,Sixth Street Specialty Lending,TSLX US,464.31,464.31,Stock, ,Terminated, ,N/A,Unsolicited,USD 7.7400/Tgt sh.
M&A,12/8/2009, ,4/8/2010,BPW Acquisition Corp,BPW US,Talbots Inc/The,TLB US,463.16,463.24,Stock, ,Completed, ,N/A,Friendly,.9853 Aqr sh./Tgt sh.
M&A,2/6/2018, ,8/6/2018,SandRidge Energy Inc,SD US,Amplify Energy Corp,AMPY US,461.88,557.48,Stock,2.69,Withdrawn, ,N/A,Unsolicited,1.0680 Aqr sh./Tgt sh.
M&A,5/16/2017, ,1/2/2018,WashingtonFirst Bankshares Inc,WFBI US,Sandy Spring Bancorp Inc,SASR US,456,456,Stock, ,Completed,18.5,N/A,Friendly,.8713 Aqr sh./Tgt sh.
M&A,3/5/2021, ,5/12/2021,Noble Midstream Partners LP,NBLX US,Chevron Corp,CVX US,454.5,454.5,Stock,4.62,Completed,3.5,N/A,Unsolicited,.1393 Aqr sh./Tgt sh.
M&A,7/18/2017, ,11/1/2017,Rockwater Energy Solutions Inc,RKWTZ US,Select Water Solutions Inc,WTTR US,452.99,452.99,Stock, ,Completed,64.4,N/A,Friendly,37.9500 Mln Sh
