Deal Type,Announce Date,Amendment Date,Completion/Termination Date,Target Name,Target Ticker,Acquirer Name,Acquirer Ticker,Announced Total Value (mil.),Announced Equity Value (mil.),Payment Type,TV/EBITDA,Deal Status,Acquirer Termination Fee,Cash Terms,Nature of Bid,Stock Terms
M&A,5/24/2016, ,9/14/2016,Mines Management Inc,MGN US,Hecla Mining Co,HL US,30.19,30.59,Stock, ,Completed, ,N/A,Friendly,.2218 Aqr sh./Tgt sh.
M&A,8/15/2006, ,11/1/2006,Micro Linear Corp,MLIN US,Sirenza Microdevices Inc,2894314Q US,30,41.49,Stock, ,Completed, ,N/A,Friendly,.3650 Aqr sh./Tgt sh.
M&A,10/3/2012,11/15/2012,4/3/2013,Mesa Energy Holdings Inc,MSEH US,Armada Oil Inc,AOILQ US,29.81,29.81,Stock, ,Completed, ,N/A,Friendly,.4000 Aqr sh./Tgt sh.
M&A,11/11/2010, ,3/2/2011,ICS Group Holdings Inc,ARBX US,INNOVATE Corp,VATE US,29.63,29.63,Stock, ,Completed, ,N/A,Friendly,.5817 Aqr sh./Tgt sh.
M&A,3/29/2017, ,10/16/2017,Bucks County Bank/Doylestown PA,BKCS US,First Bank/Hamilton NJ,FRBA US,29.56,29.56,Stock, ,Completed, ,N/A,Friendly,.9800 Aqr sh./Tgt sh.
M&A,10/22/2014, ,2/2/2015,BTU International Inc,BTUI US,Amtech Systems Inc,ASYS US,29.29,31.92,Stock, ,Completed,1.32,N/A,Friendly,.3291 Aqr sh./Tgt sh.
M&A,11/24/2008, ,12/30/2008,Digital Fusion Inc/United States,DIGF US,Kratos Defense & Security Solutions Inc,KTOS US,28.95,28.95,Stock, ,Completed, ,N/A,Friendly,1.7933 Aqr sh./Tgt sh.
M&A,9/8/2005, ,11/22/2005,Sport Supply Group Inc/Old,1677061D US,BSN SPORTS Inc,RBI US,28.27,28.27,Stock, ,Terminated, ,N/A,Friendly,.5600 Aqr sh./Tgt sh.
M&A,11/12/2018, ,2/14/2019,iPass Inc,IPAS US,Pareteum Corp,TEUM US,28.27,29.59,Stock, ,Completed, ,N/A,Friendly,1.1700 Aqr sh./Tgt sh.
M&A,4/26/2006, ,11/10/2006,Valley Ridge Financial Corp,VLRG US,ChoiceOne Financial Services Inc,COFS US,28.11,28.11,Stock, ,Completed, ,N/A,Friendly,8.5000 Aqr sh./Tgt sh.
M&A,10/6/2020, ,2/4/2021,Driven Deliveries Inc,DRVD US,Stem Holdings Inc,STMH US,27.89,24.92,Stock, ,Completed, ,N/A,Friendly,1.0000 Aqr sh./Tgt sh.
M&A,12/20/2011, ,4/26/2012,Peoples Bancorporation Inc/Easley SC,PBCE US,SouthState Corp,SSB US,27.31,27.31,Stock, ,Completed, ,N/A,Friendly,.1413 Aqr sh./Tgt sh.
M&A,10/21/2003, ,3/19/2004,Docent Inc,502462Q US,Click2learn Inc,CLKS US,27.27,60.16,Stock, ,Completed, ,N/A,Friendly,2.2985 Aqr sh./Tgt sh.
M&A,7/28/2009, ,9/30/2009,Raptor Pharmaceuticals Corp/Old,3432985Q US,Horizon Pharmaceutical LLC,RPTP US,27.24,27.24,Stock, ,Completed, ,N/A,Friendly,.2331 Aqr sh./Tgt sh.
M&A,6/30/2009,9/22/2009,10/15/2009,Cell Genesys Inc,CEGE US,ANI Pharmaceuticals Inc,ANIP US,27.23,36.53,Stock,1.66,Completed, ,N/A,Friendly,.1828 Aqr sh./Tgt sh.
M&A,3/14/2006,7/5/2006,9/14/2006,Daegis Inc,DAEG US,Halo Technology Holdings Inc,HTHO US,26.37,28.79,Stock, ,Terminated, ,N/A,Friendly,.5950 Aqr sh./Tgt sh.
M&A,9/6/2022, ,12/23/2022,Metacrine Inc,MTCR US,Equillium Inc,EQ US,26,26,Stock, ,Terminated, ,N/A,Friendly,USD 26.0000 Mln
M&A,8/2/2012, ,1/11/2013,Community Financial Corp/VA,CFFC US,City Holding Co,CHCO US,25.88,25.88,Stock, ,Completed, ,N/A,Friendly,.1753 Aqr sh./Tgt sh.
M&A,12/20/2017, ,4/9/2018,Tri-Valley Bank/San Ramon CA,TRVB US,Heritage Commerce Corp,HTBK US,25.85,25.85,Stock, ,Completed, ,N/A,Friendly,.0489 Aqr sh./Tgt sh.
M&A,5/7/2014, ,12/2/2014,Richfield Oil & Gas Co,ROIL US,Stratex Oil & Gas Holdings Inc,STTX US,25.64,21.71,Stock, ,Completed,1,N/A,Friendly,1.0090 Aqr sh./Tgt sh.
M&A,2/23/2011, ,12/20/2011,AMZG Inc,0120049D US,American Eagle Energy Corp,AMZGQ US,25.44,25.44,Stock, ,Completed,0.15,N/A,Friendly,3.6410 Aqr sh./Tgt sh.
M&A,4/27/2017, ,10/2/2017,Folsom Lake Bank,FOLB US,Community West Bancshares,CWBC US,25.26,25.26,Stock, ,Completed, ,N/A,Friendly,.8000 Aqr sh./Tgt sh.
M&A,11/2/2016, ,5/19/2017,American DG Energy Inc,ADGE US,Tecogen Inc,TGEN US,25.1,19.56,Stock, ,Completed, ,N/A,Friendly,.0920 Aqr sh./Tgt sh.
M&A,12/21/2011, ,12/21/2011,Fonon Corp,FNON US,Raptor Resources Holdings Inc,RRHI US,24.93,0.15,Stock,898.69,Completed, ,N/A,Friendly,5.0000 Mln Sh
M&A,4/3/2009, ,11/9/2009,First Capital Bancorp Inc/VA,FCVA US,Eastern Virginia Bankshares Inc,EVBS US,24.87,24.87,Stock, ,Terminated, ,N/A,Friendly,.9800 Aqr sh./Tgt sh.
M&A,6/20/2018, ,12/24/2018,Enterprise Bank NJ,ENBN US,SB One Bancorp,SBBX US,24.76,24.76,Stock, ,Completed, ,N/A,Friendly,.4538 Aqr sh./Tgt sh.
M&A,10/13/2020, ,11/30/2020,SandRidge Permian Trust,PERS US,PEDEVCO Corp,PED US,24.42,27.19,Stock, ,Terminated, ,N/A,Friendly,.4000 Aqr sh./Tgt sh.
M&A,8/22/2012, ,7/3/2013,Private Bank of California/Old,1249838D US,Banc of California Inc,BANC US,24.4,24.4,Stock, ,Completed, ,N/A,Friendly,2.0833 Mln Sh
M&A,7/31/2009, ,10/5/2009,Frontier Financial Corp,FTBK US,SP Acquisition Holdings Inc,DSP US,24.23,24.23,Stock, ,Terminated, ,N/A,Friendly,.0530 Aqr sh./Tgt sh.
M&A,5/16/2024, ,5/20/2024,Agrify Corp,AGFY US,Nature's Miracle Holding Inc,NMHI US,23.93,5.56,Stock, ,Terminated, ,N/A,Friendly,.4500 Aqr sh./Tgt sh.
M&A,8/10/2004, ,11/2/2004,Primus Knowledge Solutions Inc,PKSI US,Art Technology Group Inc,ARTG US,23.92,31.91,Stock, ,Completed, ,N/A,Friendly,1.3558 Aqr sh./Tgt sh.
M&A,12/21/2018, ,4/29/2019,SharedLabs Inc,SHLB US,Oblong Inc,OBLG US,23.91,20.01,Stock, ,Terminated, ,N/A,Friendly,11.2802 Mln Sh
M&A,4/29/2009,5/21/2009,6/25/2009,CNB Financial Corp/MA,CFNA US,Berkshire Hills Bancorp Inc,BHLB US,23.76,23.76,Stock, ,Terminated, ,N/A,Friendly,.4292 Aqr sh./Tgt sh.
M&A,11/3/2014, ,4/1/2015,Monarch Community Bancorp Inc,MCBF US,TCF Financial Corp,TCF US,23.34,23.34,Stock, ,Completed, ,N/A,Friendly,.0982 Aqr sh./Tgt sh.
M&A,10/4/2010, ,1/3/2011,American Community Bancorp Inc/IN,ACBP US,German American Bancorp Inc,GABC US,23.33,23.33,Stock, ,Completed, ,N/A,Friendly,.7250 Aqr sh./Tgt sh.
M&A,9/22/2010, ,10/6/2010,Cadence Financial Corp,1495307D US,Trustmark Corp,TRMK US,23.19,23.19,Stock, ,Terminated, ,N/A,Friendly,.0970 Aqr sh./Tgt sh.
M&A,5/14/2010, ,10/19/2010,Catalytic Solutions Inc,CTS LN,CDTi Advanced Materials Inc,CDTI US,22.92,N/A,Stock, ,Completed,0.204,N/A,Friendly,.0473 Aqr sh./Tgt sh.
M&A,4/22/2014, ,10/3/2014,Alarion Financial Services Inc,ARFS US,Heritage Financial Group Inc,HBOS US,22.1,22.1,Stock, ,Completed, ,N/A,Friendly,.4400 Aqr sh./Tgt sh.
M&A,12/19/2003, ,4/2/2004,Lark Technologies Inc,LRKT US,Genaissance Pharmaceuticals Inc,GNSC US,21.97,21.65,Stock,9.85,Completed, ,N/A,Friendly,1.8100 Aqr sh./Tgt sh.
M&A,2/23/2004, ,7/23/2004,TWL Corp,1410196D US,Prosoft Learning Corp,POSOQ US,21.94,21.5,Stock, ,Terminated, ,N/A,Friendly,1.0000 Aqr sh./Tgt sh.
M&A,7/12/2007, ,4/2/2008,Great Pee Dee Bancorp Inc,1511202D US,First Bancorp/Southern Pines NC,FBNC US,21.8,21.8,Stock, ,Completed, ,N/A,Friendly,1.1500 Aqr sh./Tgt sh.
M&A,10/9/2006, ,4/19/2007,Legacy Bank NA/Campbell CA,LBKC US,United Security Bancshares/Fresno CA,UBFO US,21.77,21.77,Stock, ,Completed, ,13.0000/sh.,Friendly, 
M&A,8/13/2007, ,2/27/2009,NMI Health Inc,NANM US,Applied Nanoscience Inc,APNN US,21.66,21.66,Stock, ,Terminated, ,N/A,Friendly,.7700 Aqr sh./Tgt sh.
M&A,11/10/2005, ,2/1/2006,eCost.com Inc,ECST US,PFSweb Inc,PFSW US,21.38,27.68,Stock, ,Completed, ,N/A,Friendly,1.0000 Aqr sh./Tgt sh.
M&A,2/17/2009, ,10/1/2009,AB&T Financial Corp,ABTO US,1st Financial Services Corp,FFIS US,20.97,20.97,Stock, ,Terminated, ,N/A,Friendly,1.1750 Aqr sh./Tgt sh.
M&A,2/2/2015, ,5/11/2015,Advanced Photonix Inc,1806133D US,Luna Innovations Inc,LUNA US,20.96,18.81,Stock, ,Completed,0.75,N/A,Friendly,.3178 Aqr sh./Tgt sh.
M&A,7/31/2017, ,11/16/2017,CombiMatrix Corp,CBMX US,Invitae Corp,NVTAQ US,20.94,23.96,Stock, ,Completed, ,N/A,Friendly,.8692 Aqr sh./Tgt sh.
M&A,9/16/2010, ,9/29/2010,VeriTeQ Corp,VTEQ US,PositiveID Corp,PSID US,20.84,16.84,Stock, ,Terminated, ,N/A,Unsolicited,USD .6000/Tgt sh.
M&A,4/4/2005, ,10/6/2005,RiceX Co/The,RICX US,RiceBran Technologies,RIBT US,20.82,20.82,Stock, ,Completed, ,N/A,Friendly,.7680 Aqr sh./Tgt sh.
M&A,12/9/2011, ,1/2/2013,East Texas Financial Services Inc,FFBT US,Prosperity Bancshares Inc,PB US,20.11,20.11,Stock, ,Completed, ,N/A,Friendly,.4060 Aqr sh./Tgt sh.
M&A,1/20/2021, ,6/16/2021,ReShape Lifesciences Inc/CA,9990616D US,ReShape Lifesciences Inc,RSLS US,19.7,19.7,Stock, ,Completed,1,N/A,Friendly,.5637 Aqr sh./Tgt sh.
M&A,9/1/2004, ,2/10/2005,Heartland Bancshares Inc/IN,HRTB US,Blue River Bancshares Inc,BRBI US,19.68,19.68,Stock, ,Terminated, ,N/A,Friendly,2.5400 Aqr sh./Tgt sh.
M&A,4/10/2007, ,10/2/2007,Fermavir Pharmaceuticals Inc,FMVRE US,Inhibitex LLC,INHX US,19.27,19.16,Stock, ,Completed, ,N/A,Friendly,.5500 Aqr sh./Tgt sh.
M&A,4/16/2009, ,7/6/2009,AXS-One Inc,AXSO US,Daegis Inc,DAEG US,19.08,8,Stock, ,Completed, ,N/A,Friendly, 
M&A,4/29/2004, ,7/29/2004,Larscom Inc,LARS US,ExeLED Holdings Inc,ELED US,18.82,29.92,Stock, ,Completed, ,N/A,Friendly,1.1660 Aqr sh./Tgt sh.
M&A,2/22/2005, ,10/11/2005,VirtGame Corp,VGTI US,Progressive Gaming International Corp,PGICQ US,18.79,19.43,Stock, ,Completed, ,N/A,Friendly,.0285 Aqr sh./Tgt sh.
M&A,1/31/2008, ,1/31/2008,Tintic Standard Gold Mines Inc,TNTC US,Direct Response Media Inc,DRMO US,18.75,18.75,Stock, ,Completed, ,N/A,Friendly,25.0000 Mln Sh
M&A,10/11/2018, ,4/8/2019,Community 1st Bank/Post Falls ID,CMYF US,First Interstate BancSystem Inc,FIBK US,18.71,N/A,Stock, ,Completed, ,N/A,Friendly,0.3784 Aqr sh./Tgt sh.
M&A,3/23/2010, ,12/23/2011,Spotlight Innovation Inc,STLT US,Mainland Resources Inc,MNLU US,18.6,18.6,Stock, ,Terminated, ,N/A,Friendly,.2500 Aqr sh./Tgt sh.
M&A,7/19/2012, ,12/17/2012,Biddeford & Saco Water Co,BDDD US,Connecticut Water Service Inc,CTWS US,18.58,18.58,Stock, ,Completed, ,N/A,Friendly,3.2500 Aqr sh./Tgt sh.
M&A,5/31/2024, ,9/30/2024,Strong Global Entertainment Inc,SGE US,Fundamental Global Inc,FGF US,18.39,14.62,Stock,11.65,Completed, ,N/A,Friendly,1.5000 Aqr sh./Tgt sh.
M&A,11/8/2015, ,7/22/2016,Cardinal Bankshares Corp,CDBK US,Grayson Bankshares Inc,GSON US,18.22,18.22,Stock, ,Completed, ,N/A,Friendly,1.3538 Aqr sh./Tgt sh.
M&A,9/6/2006, ,12/18/2006,Provena Foods Inc,2260405Q US,Hormel Foods Corp,HRL US,18.14,10.69,Stock,10.5,Completed, ,N/A,Friendly,.0800 Aqr sh./Tgt sh.
M&A,3/13/2012, ,11/8/2012,Flatbush Federal Bancorp Inc,1083273D US,Northfield Bancorp Inc,NFBK US,18.08,18.08,Stock, ,Completed, ,N/A,Friendly,.4748 Aqr sh./Tgt sh.
M&A,9/29/2003, ,3/30/2004,POET Holdings Inc,POXA GR,Versant Corp,VSNT US,17.89,31.16,Stock, ,Completed, ,N/A,Friendly,1.4000 Aqr sh./Tgt sh.
M&A,11/6/2014, ,3/17/2015,Vaporin Inc,1667263D US,Healthier Choices Management Corp,HCMC US,17.7,18.27,Stock, ,Completed,0.5,N/A,Friendly,2.0772 Aqr sh./Tgt sh.
M&A,9/15/2011, ,3/2/2012,Stellar Business Bank,SLRB US,AltaPacific Bancorp,ABNK US,17.39,17.39,Stock, ,Completed, ,N/A,Friendly,.8443 Aqr sh./Tgt sh.
M&A,4/22/2014, ,1/5/2015,First Financial Service Corp,FFKY US,Your Community Bankshares Inc,YCB US,16.6,16.6,Stock, ,Completed,0.5,N/A,Friendly,.1530 Aqr sh./Tgt sh.
M&A,12/1/2004, ,3/22/2005,ProCyte Corp,PRCY US,Gadsden Properties Inc,GADS US,16.55,22.28,Stock,13.01,Completed, ,N/A,Friendly,.6622 Aqr sh./Tgt sh.
M&A,5/21/2013, ,7/17/2013,Li3 Energy Inc,LIEG US,Blue Wolf Mongolia Holdings Corp,MNGLU US,16.1,16.1,Stock, ,Terminated, ,N/A,Friendly,.0040 Aqr sh./Tgt sh.
M&A,5/20/2004, ,9/29/2004,V-One Corp,VNECQ US,SteelCloud Inc,SCLD US,16,15.51,Stock, ,Terminated, ,N/A,Friendly,.1176 Aqr sh./Tgt sh.
M&A,4/25/2005, ,10/10/2005,North East Bancshares Inc,NEBI US,FNB Corp/PA,FNB US,15.5,15.5,Stock, ,Completed, ,107.0000/sh.,Friendly, 
M&A,1/14/2009, ,3/16/2009,Earthstone Energy Inc,ESTE US,FieldPoint Petroleum Corp,FPPP US,15.38,21.13,Stock,2.65,Terminated, ,N/A,Friendly,.5000 Aqr sh./Tgt sh.
M&A,3/27/2015, ,6/15/2015,RevettMining Co Inc,RVM CN,Hecla Mining Co,HL US,15.04,13.56,Stock, ,Completed, ,N/A,Friendly,.1622 Aqr sh./Tgt sh.
M&A,2/18/2021, ,8/1/2023,Viking Energy Group Inc,VKIN US,Camber Energy Inc,CEIN US,14.96,14.96,Stock, ,Completed, ,N/A,Friendly,1.0000 Aqr sh./Tgt sh.
M&A,8/10/2012,11/1/2012,3/11/2013,Ediets.Com Inc,1765100D US,As Seen On TV Inc,ASTV US,14.82,14.82,Stock, ,Completed, ,N/A,Friendly,1.2667 Aqr sh./Tgt sh.
M&A,3/1/2018, ,6/29/2018,Great State Bank,GSTB US,Skyline Bankshares Inc,SLBK US,14.5,14.5,Stock, ,Completed, ,N/A,Friendly,USD 14.5000 Mln
M&A,9/20/2006, ,9/25/2006,LocatePLUS Holdings Corp,LPHCQ US,Walker Innovation Inc,WLKR US,14.48,13.08,Stock, ,Terminated, ,N/A,Friendly,.9160 Aqr sh./Tgt sh.
M&A,4/27/2011, ,10/24/2011,Bank of Granite Corp,GRAN US,CommunityOne Bancorp,COB US,14.47,14.47,Stock, ,Completed, ,N/A,Friendly,3.3750 Aqr sh./Tgt sh.
M&A,3/31/2005, ,7/25/2006,Livechain Inc,LICH US,American Green Inc,ERBB US,14.42,14.42,Stock, ,Terminated, ,N/A,Friendly,1.0000 Aqr sh./Tgt sh.
M&A,6/24/2016, ,11/4/2016,Full Circle Capital Corp,FULL US,Great Elm Capital Corp,GECC US,14.23,0.22,Stock, ,Completed, ,N/A,Friendly,USD .2219 Mln
M&A,2/10/2012, ,7/18/2012,Heartland Bancshares Inc/IN,HRTB US,Horizon Bancorp Inc/IN,HBNC US,13.7,13.7,Stock, ,Completed, ,N/A,Friendly,.5400 Aqr sh./Tgt sh.
M&A,11/26/2003, ,1/23/2004,Fotoball USA Inc,FUSA US,K2 Inc,KTO US,13.69,16.95,Stock,52.53,Completed, ,N/A,Friendly,.2757 Aqr sh./Tgt sh.
M&A,4/12/2024, ,10/1/2024,Progressive Care Inc,RXMD US,NextPlat Corp,NXPL US,13.67,13.67,Stock, ,Completed, ,N/A,Friendly,1.4865 Aqr sh./Tgt sh.
M&A,1/29/2010, ,7/20/2010,NuRx Pharmaceuticals Inc,NUXP US,QuantRx Biomedical Corp,QTXB US,13.58,13.58,Stock, ,Terminated, ,N/A,Friendly,1.5400 Aqr sh./Tgt sh.
M&A,5/24/2023, ,8/24/2023,Apexigen Inc,APGN US,Pyxis Oncology Inc,PYXS US,13.58,13.58,Stock, ,Completed, ,N/A,Friendly,.1725 Aqr sh./Tgt sh.
M&A,1/18/2024, ,8/26/2024,Cornerstone Financial Corp/NJ,CFIC US,Princeton Bancorp Inc,BPRN US,13.56,13.56,Stock, ,Completed,0.849,N/A,Friendly,.2400 Aqr sh./Tgt sh.
M&A,10/19/2017, ,5/1/2018,Delanco Bancorp Inc,DLNO US,First Bank/Hamilton NJ,FRBA US,13.55,13.55,Stock, ,Completed, ,N/A,Friendly,1.1100 Aqr sh./Tgt sh.
M&A,12/20/2006, ,11/29/2007,Crested Corp,CBAG US,US Energy Corp,USEG US,13.5,13.5,Stock, ,Completed, ,N/A,Friendly,.5000 Aqr sh./Tgt sh.
M&A,1/28/2013, ,1/28/2013,Cross Border Resources Inc,XBOR US,Red Mountain Resources Inc,RDMPQ US,13.31,4.25,Stock,3.08,Completed, ,N/A,Friendly,5.0379 Mln Sh
M&A,7/17/2006,1/9/2007,6/4/2007,Superior Galleries Inc,SPGR US,Envela Corp,ELA US,13.12,0.69,Stock, ,Completed, ,N/A,Friendly,.2731 Mln Sh
M&A,11/22/2005, ,6/5/2006,Med-Design Corp/The,2298343Q US,Specialized Health Products International LLC,SHPI US,13.11,13.11,Stock, ,Completed, ,N/A,Friendly,1.2500 Aqr sh./Tgt sh.
M&A,9/15/2006, ,2/5/2007,First Community Bank of Georgia/Roberta,FBGA US,Atlantic Southern Financial Group Inc,ASFN US,13.08,13.08,Stock, ,Completed, ,N/A,Friendly,.7426 Aqr sh./Tgt sh.
M&A,11/7/2007, ,7/2/2008,vFinance Inc,1856644D US,National Holdings Corp,1878409D US,12.98,16.81,Stock, ,Completed, ,N/A,Friendly,.1400 Aqr sh./Tgt sh.
M&A,5/15/2007, ,10/17/2007,Dynamic Health Products Inc,DYHP US,GeoPharma Inc,GORXQ US,12.87,9.23,Stock,46.38,Completed, ,N/A,Friendly,.1429 Aqr sh./Tgt sh.
M&A,7/3/2019, ,9/12/2019,ATRM Holdings Inc,ATRM US,Star Equity Holdings Inc,STRR US,12.8,0.77,Stock, ,Completed, ,N/A,Friendly,USD .3000/Tgt sh.
M&A,12/4/2007, ,3/4/2008,Helomics Corp,PRCN US,Oracle Healthcare Acquisition Corp,OHAQ US,12.49,12.49,Stock, ,Terminated, ,N/A,Friendly,.4050 Aqr sh./Tgt sh.
M&A,2/10/2004, ,5/11/2004,Owosso Corp,OWOS US,Allient Inc,ALNT US,12.26,1.75,Stock,7.58,Completed, ,N/A,Friendly,.0680 Aqr sh./Tgt sh.
M&A,4/12/2007,6/10/2008,12/16/2008,Greater Atlantic Financial Corp,GAFC US,Summit Financial Group Inc,SMMF US,12.07,12.07,Stock, ,Terminated, ,4.0000/sh.,Friendly, 
M&A,7/31/2003, ,1/8/2004,Community Bank of Grants Pass,CBGQ US,Cascade Bancorp,CACB US,11.81,11.81,Stock, ,Completed, ,N/A,Friendly,1.0000 Aqr sh./Tgt sh.
M&A,12/31/2008,6/18/2009,10/1/2009,Abigail Adams National Bancorp Inc,AANB US,Premier Financial Bancorp Inc,PFBI US,11.74,11.74,Stock, ,Completed, ,N/A,Friendly,.4461 Aqr sh./Tgt sh.
M&A,11/27/2007, ,12/6/2007,Universal Guardian Holdings Inc,UGHO US,Isonics Corp,ISON US,11.73,10.3,Stock, ,Terminated, ,N/A,Friendly, 
M&A,11/13/2013, ,1/6/2014,Cocrystal Pharma Inc,COCP US,MusclePharm Corp,MSLPQ US,11.54,11.54,Stock, ,Completed, ,N/A,Friendly,1.2000 Mln Sh
M&A,9/20/2005, ,12/21/2005,Cogenics Icoria Inc,0556728D US,Clinical Data Inc,CLDA US,11.47,14.07,Stock, ,Completed, ,N/A,Friendly,.0155 Aqr sh./Tgt sh.
M&A,5/3/2005, ,8/22/2005,MK Resources LLC,MKRR US,Jefferies Financial Group Inc,JEF US,11.4,11.4,Stock, ,Completed, ,N/A,Friendly,.0317 Aqr sh./Tgt sh.
M&A,5/29/2012, ,2/20/2013,BancTrust Financial Group Inc,BTFG US,Trustmark Corp,TRMK US,11.23,56.22,Stock, ,Completed, ,N/A,Friendly,.1250 Aqr sh./Tgt sh.
M&A,3/6/2009, ,7/30/2009,Discovery Bancorp,DVBC US,Commerce West Bank,CWBK US,11.07,11.07,Stock, ,Completed, ,N/A,Friendly,.6513 Aqr sh./Tgt sh.
M&A,8/10/2020, ,11/12/2020,Sunworks Inc,SUNWQ US,iSun Inc,ISUNQ US,10.96,12.87,Stock, ,Terminated, ,N/A,Friendly,.1852 Aqr sh./Tgt sh.
M&A,6/21/2013, ,10/16/2013,National Tax and Financial Services Inc,GTAX US,National Holdings Corp,1878409D US,10.64,6.11,Stock,12.7,Completed, ,N/A,Friendly,.2350 Aqr sh./Tgt sh.
M&A,6/27/2017, ,11/6/2017,Plaza Bank/Seattle WA,PZBW US,BayCom Corp,BCML US,10.6,10.6,Stock, ,Completed, ,N/A,Friendly,.0848 Aqr sh./Tgt sh.
M&A,1/7/2014, ,4/30/2014,Legend Oil and Gas Ltd,LOGL US,New Western Energy Corp,NWTR US,10.53,7.18,Stock,2.37,Terminated, ,N/A,Friendly,.3330 Aqr sh./Tgt sh.
M&A,7/14/2004, ,8/31/2005,Imperial Petroleum Inc,IPMN US,Glen Rose Petroleum Corp,GLRP US,10.52,10.52,Stock, ,Terminated, ,N/A,Friendly,.3333 Aqr sh./Tgt sh.
M&A,7/23/2012, ,10/2/2012,Salamon Group Inc,SLMU US,DayStar Technologies Inc,DSTI US,10.33,10.33,Stock, ,Terminated, ,N/A,Friendly,.1666 Aqr sh./Tgt sh.
M&A,9/12/2019, ,2/18/2020,Innovus Pharmaceuticals Inc,INNV US,Aytu BioPharma Inc,AYTU US,10.22,8,Stock, ,Completed,0.25,N/A,Friendly,USD 8.0000 Mln
M&A,10/30/2003, ,11/18/2004,Phazar Corp,ANTP US,Proxim Wireless Corp,PRXM US,9.88,9.87,Stock,11.25,Terminated,0.1,N/A,Friendly,1.2000 Aqr sh./Tgt sh.
M&A,10/17/2011, ,3/2/2012,Vertro Inc,2156460D US,Inuvo Inc,INUV US,9.72,14.57,Stock, ,Completed,0.5,N/A,Friendly,1.5460 Aqr sh./Tgt sh.
M&A,3/15/2017, ,11/14/2017,Patriot Federal Bank,PFDB US,Kinderhook Bank Corp,NUBK US,9.6,9.6,Stock, ,Completed, ,N/A,Friendly,.3000 Aqr sh./Tgt sh.
M&A,3/5/2004, ,7/14/2004,North Bancorp Inc,NBCP US,Independent Bank Corp/MI,IBCP US,9.59,9.59,Stock, ,Completed, ,N/A,Friendly,.6488 Aqr sh./Tgt sh.
M&A,11/9/2020, ,4/5/2021,HighPoint Resources Corp,HPR US,Civitas Resources Inc,CIVI US,9.45,9.45,Stock, ,Completed,15,N/A,Friendly,.1146 Aqr sh./Tgt sh.
M&A,2/10/2005,5/11/2005,10/24/2005,National Holdings Corp,1878409D US,First Montauk Financial Corp,FMFN US,9.03,9.03,Stock, ,Terminated, ,N/A,Friendly,1.7500 Aqr sh./Tgt sh.
M&A,7/27/2015, ,12/14/2015,Sutter Community Bank,SUTB US,Suncrest Bank,SBKK US,8.92,8.92,Stock, ,Completed, ,N/A,Friendly,1.1444 Mln Sh
M&A,11/11/2003, ,2/23/2004,Medstone International Inc,2944940Q US,Prime Medical Services Inc,PMSI US,8.81,16.04,Stock,6.72,Completed, ,N/A,Friendly,.9559 Aqr sh./Tgt sh.
M&A,2/21/2007, ,1/7/2008,Somanta Pharmaceuticals Inc,SMPM US,Abeona Therapeutics Inc,ABEO US,8.71,8.71,Stock, ,Completed, ,N/A,Friendly,1.5000 Mln Sh
M&A,9/21/2023, ,12/29/2023,Applied Molecular Transport Inc,AMTI US,Cyclo Therapeutics Inc,CYTH US,8.46,8.46,Stock, ,Completed, ,N/A,Friendly,.1331 Aqr sh./Tgt sh.
M&A,1/20/2004, ,3/31/2004,GT Biopharma Inc,GTBP US,Horizon Pharmaceutical LLC,RPTP US,8.38,8.38,Stock, ,Completed, ,N/A,Friendly,1.6000 Mln Sh
M&A,1/24/2017, ,6/19/2017,GenVec Inc,GNVC US,Precigen Inc,PGEN US,8.37,16.77,Stock, ,Completed, ,N/A,Friendly,.2970 Aqr sh./Tgt sh.
M&A,7/23/2018,3/28/2019,3/29/2019,Dover Downs Gaming & Entertainment Inc,DDE US,Bally's Corp,BALY US,7.98,N/A,Stock,0.96,Completed, ,N/A,Friendly,.0899 Aqr sh./Tgt sh.
M&A,11/3/2008, ,10/30/2009,China Biopharmaceuticals Holdings Inc,CHBP US,Lisata Therapeutics Inc,LSTA US,7.23,7.23,Stock, ,Completed, ,N/A,Friendly,.1922 Aqr sh./Tgt sh.
M&A,11/10/2014, ,2/18/2015,Valley Community Bank,VCBC US,BayCom Corp,BCML US,7.05,7.05,Stock, ,Completed, ,N/A,Friendly,.3450 Aqr sh./Tgt sh.
M&A,10/22/2012, ,2/27/2013,Pacific International Bancorp Inc,PIBW US,Hope Bancorp Inc,HOPE US,7.03,7.03,Stock, ,Completed, ,N/A,Friendly,USD 1.7500/Tgt sh.
M&A,5/4/2005, ,11/1/2005,AEA Bancshares Inc,AEAB US,Cowlitz Bancorp,CWLZ US,7.02,7.02,Stock, ,Completed, ,N/A,Friendly,.6180 Mln Sh
M&A,4/2/2008, ,7/1/2008,OC Financial Inc,OCFL US,First Place Financial Corp/OH,FPFCQ US,7.01,7.01,Stock, ,Completed, ,N/A,Friendly,.9615 Aqr sh./Tgt sh.
M&A,8/14/2008, ,9/30/2008,Golden Eagle Mining Co Inc,GDEA US,Silver Verde May Mining Co,SIVE US,6.88,6.88,Stock, ,Terminated, ,N/A,Friendly,14.2877 Mln Sh
