date,prc,ret,ticker,deal_id,price_type
2015-11-24,311.42999,0.032182,AGN,0,acquirer
2015-11-25,320.26001,0.028353,AGN,0,acquirer
2015-11-27,319.76001,-0.001561,AGN,0,acquirer
2015-11-30,313.89001,-0.018358,AGN,0,acquirer
2015-12-01,322.48999,0.027398,AGN,0,acquirer
2015-12-02,317.45999,-0.015597,AGN,0,acquirer
2015-12-03,312.95001,-0.014206,AGN,0,acquirer
2015-12-04,316.5,0.011344,AGN,0,acquirer
2015-12-07,316.51001,3.2e-05,AGN,0,acquirer
2015-12-08,310.47,-0.019083,AGN,0,acquirer
2015-12-09,306.41,-0.013077,AGN,0,acquirer
2015-12-10,305.70001,-0.002317,AGN,0,acquirer
2015-12-11,302.07001,-0.011874,AGN,0,acquirer
2015-12-14,303.01999,0.003145,AGN,0,acquirer
2015-12-15,304.66,0.005412,AGN,0,acquirer
2015-12-16,309.07001,0.014475,AGN,0,acquirer
2015-12-17,309.51001,0.001424,AGN,0,acquirer
2015-12-18,306.57999,-0.009467,AGN,0,acquirer
2015-12-21,309.92001,0.010895,AGN,0,acquirer
2015-12-22,310.59,0.002162,AGN,0,acquirer
2015-12-23,310.57001,-6.4e-05,AGN,0,acquirer
2015-12-24,311.23001,0.002125,AGN,0,acquirer
2015-12-28,308.88,-0.007551,AGN,0,acquirer
2015-12-29,314.48999,0.018162,AGN,0,acquirer
2015-12-30,315.06,0.001812,AGN,0,acquirer
2015-12-31,312.5,-0.008125,AGN,0,acquirer
2016-01-04,307.47,-0.016096,AGN,0,acquirer
2016-01-05,308.73001,0.004098,AGN,0,acquirer
2016-01-06,303.45001,-0.017102,AGN,0,acquirer
2016-01-07,303.14999,-0.000989,AGN,0,acquirer
2016-01-08,299.45999,-0.012172,AGN,0,acquirer
2016-01-11,299.37,-0.000301,AGN,0,acquirer
2016-01-12,296.03,-0.011157,AGN,0,acquirer
2016-01-13,287.32999,-0.029389,AGN,0,acquirer
2016-01-14,299.12,0.041033,AGN,0,acquirer
2016-01-15,295.23999,-0.012971,AGN,0,acquirer
2016-01-19,291.79001,-0.011685,AGN,0,acquirer
2016-01-20,292.94,0.003941,AGN,0,acquirer
2016-01-21,295.79001,0.009729,AGN,0,acquirer
2016-01-22,298.04001,0.007607,AGN,0,acquirer
2016-01-25,295.95001,-0.007012,AGN,0,acquirer
2016-01-26,294.60001,-0.004562,AGN,0,acquirer
2016-01-27,290.01999,-0.015547,AGN,0,acquirer
2016-01-28,281.76001,-0.028481,AGN,0,acquirer
2016-01-29,284.42999,0.009476,AGN,0,acquirer
2016-02-01,282.70001,-0.006082,AGN,0,acquirer
2016-02-02,279.67999,-0.010683,AGN,0,acquirer
2016-02-03,278.39001,-0.004612,AGN,0,acquirer
2016-02-04,272.45001,-0.021337,AGN,0,acquirer
2016-02-05,273.79999,0.004955,AGN,0,acquirer
2016-02-08,266.29999,-0.027392,AGN,0,acquirer
2016-02-09,272.34,0.022681,AGN,0,acquirer
2016-02-10,279.76999,0.027282,AGN,0,acquirer
2016-02-11,274.54999,-0.018658,AGN,0,acquirer
2016-02-12,280.48001,0.021599,AGN,0,acquirer
2016-02-16,284.45001,0.014154,AGN,0,acquirer
2016-02-17,283.20001,-0.004394,AGN,0,acquirer
2016-02-18,277.98001,-0.018432,AGN,0,acquirer
2016-02-19,275.75,-0.008022,AGN,0,acquirer
2016-02-22,285.82001,0.036519,AGN,0,acquirer
2016-02-23,286.78,0.003359,AGN,0,acquirer
2016-02-24,284.70001,-0.007253,AGN,0,acquirer
2016-02-25,296.34,0.040885,AGN,0,acquirer
2016-02-26,298.07001,0.005838,AGN,0,acquirer
2016-02-29,290.10999,-0.026705,AGN,0,acquirer
2016-03-01,295.91,0.019993,AGN,0,acquirer
2016-03-02,292.48001,-0.011591,AGN,0,acquirer
2016-03-03,289.62,-0.009779,AGN,0,acquirer
2016-03-04,288.67001,-0.00328,AGN,0,acquirer
2016-03-07,288.39001,-0.00097,AGN,0,acquirer
2016-03-08,284.42999,-0.013732,AGN,0,acquirer
2016-03-09,289.98001,0.019513,AGN,0,acquirer
2016-03-10,289.25,-0.002517,AGN,0,acquirer
