Deal Type,Announce Date,Amendment Date,Completion/Termination Date,Target Name,Target Ticker,Acquirer Name,Acquirer Ticker,Announced Total Value (mil.),Announced Equity Value (mil.),Payment Type,TV/EBITDA,Deal Status,Acquirer Termination Fee,Cash Terms,Nature of Bid,Stock Terms,deal_id,Exchange Ratio,Clean Target Ticker,Clean Acquirer Ticker,target_market_cap,acquirer_market_cap
M&A,2007-05-04,,2007-10-01,Greater Bay Bancorp,GBBK US,Wells Fargo & Co,WFC US,1438.97,1438.97,Stock,,Completed,,,Friendly,.7867 Aqr sh./Tgt sh.,272,0.7867,GBBK,WFC,,
M&A,2016-12-05,,2017-07-05,FairPoint Communications LLC,FRP US,Consolidated Communications Holdings Inc,CNSL US,1418.38,543.7,Stock,2.99,Completed,18.9,,Friendly,.7300 Aqr sh./Tgt sh.,273,0.73,FRP,CNSL,515759700.0,1378322550.0
M&A,2004-10-25,,2005-04-04,Cornerstone Realty Income Trust Inc,TCR US,Colonial Properties Trust,CLP US,1398.11,597.75,Stock,15.32,Completed,,,Friendly,.2581 Aqr sh./Tgt sh.,274,0.2581,TCR,CLP,573730530.0,1097762100.0
M&A,2016-07-21,,2017-03-13,Yadkin Financial Corp,YDKN US,FNB Corp/PA,FNB US,1372.8,1372.8,Stock,,Completed,,,Friendly,2.1600 Aqr sh./Tgt sh.,277,2.16,YDKN,FNB,1291336000.0,2544922520.0
M&A,2015-12-03,,2016-03-01,American Residential Properties Inc,ARPI US,American Homes 4 Rent,AMH US,1363.46,604.83,Stock,29.21,Completed,22.5,,Friendly,1.1350 Aqr sh./Tgt sh.,279,1.135,ARPI,AMH,581086440.0,3340138200.0
M&A,2017-10-23,,2018-02-21,Deltic Timber Corp,DEL US,PotlatchDeltic Corp,PCH US,1360.95,1124.92,Stock,28.73,Completed,66,,Friendly,1.8000 Aqr sh./Tgt sh.,280,1.8,DEL,PCH,1119985300.0,2081313750.0
M&A,2004-03-29,,2004-08-16,Tularik Inc,TLRK US,Amgen Inc,AMGN US,1343.52,1515.47,Stock,,Completed,,,Friendly,.4510 Aqr sh./Tgt sh.,281,0.451,TLRK,AMGN,1641696000.0,76314630600.00002
M&A,2013-10-22,,2014-01-02,PAA Natural Gas Storage LP,PNG US,Plains All American Pipeline LP,PAA US,1304.53,759.8,Stock,16.53,Completed,,,Friendly,.4450 Aqr sh./Tgt sh.,284,0.445,PNG,PAA,1420444810.0,17919137500.0
M&A,2022-05-16,,2022-08-25,Rattler Midstream LP,RTLR US,Diamondback Energy Inc,FANG US,1281.66,571.9,Stock,5.61,Completed,,,Friendly,.1130 Aqr sh./Tgt sh.,286,0.113,RTLR,FANG,561890580.0,23331454849.999996
M&A,2021-09-15,,2022-03-30,GreenSky Inc,GSKY US,Goldman Sachs Group Inc/The,GS US,1277.74,962.6,Stock,9.26,Completed,,,Friendly,.0300 Aqr sh./Tgt sh.,287,0.03,GSKY,GS,924254980.0,134776786762.38
M&A,2004-08-02,,2005-01-03,First National Bankshares of Florida Inc,FLB US,Fifth Third Bancorp,FITB US,1270.52,645.82,Stock,,Completed,,,Friendly,.5065 Aqr sh./Tgt sh.,288,0.5065,FLB,FITB,1155142800.0,27367278900.000004
M&A,2023-07-03,,2023-10-20,Rithm Property Trust Inc,RPT US,Ellington Financial Inc,EFC US,1201.3,167.67,Stock,,Terminated,,,Friendly,.5308 Aqr sh./Tgt sh.,291,0.5308,RPT,EFC,,
M&A,2021-04-22,,2021-11-15,Meridian Bancorp Inc,EBSB US,Independent Bank Corp,INDB US,1200.12,1200.12,Stock,,Completed,,,Friendly,.2750 Aqr sh./Tgt sh.,292,0.275,EBSB,INDB,1149287520.0,2689225750.0
M&A,2006-07-11,,2006-12-01,Harbor Florida Bancshares Inc,HARB US,National City Corp,NCC US,1131.6,1066.53,Stock,,Completed,,,Friendly,1.2206 Aqr sh./Tgt sh.,296,1.2206,HARB,NCC,1060415649.9999999,21460882310.0
M&A,2011-03-21,,2011-09-02,OptionsXpress Holdings Inc,OXPS US,Charles Schwab Corp/The,SCHW US,1091.37,1070.53,Stock,12.23,Completed,,,Friendly,1.0200 Aqr sh./Tgt sh.,298,1.02,OXPS,SCHW,1028281420.0,21406956060.0
M&A,2011-02-23,2011-04-29,2011-09-08,Duncan Energy Partners LP,DEP US,Enterprise Products Partners LP,EPD US,1056.65,1056.65,Stock,9.3,Completed,,,Unsolicited to Friendly,1.0100 Aqr sh./Tgt sh.,300,1.01,DEP,EPD,2326639900.0,36446760000.0
M&A,2021-03-31,,2021-07-16,Diamond S Shipping Inc,DSSI US,International Seaways Inc,INSW US,1042.71,438.37,Stock,11.28,Completed,30,,Friendly,.5537 Aqr sh./Tgt sh.,303,0.5537,DSSI,INSW,415318800.0,534526199.99999994
M&A,2020-02-03,,2020-06-02,Opus Bank,OPB US,Pacific Premier Bancorp Inc,PPBI US,1020.38,1020.38,Stock,,Completed,,,Friendly,.9000 Aqr sh./Tgt sh.,305,0.9,OPB,PPBI,973581180.0,1776254100.0
M&A,2016-09-30,,2016-12-09,Cheniere Energy Partners LP Holdings LLC,CQH US,Cheniere Energy Inc,LNG US,1019.87,1019.87,Stock,,Terminated,,,Friendly,.5049 Aqr sh./Tgt sh.,306,0.5049,CQH,LNG,,
M&A,2011-01-18,,2011-07-29,Sterling Bancshares Inc/TX,SBIB US,Comerica Inc,CMA US,1017.22,1247.12,Stock,,Completed,,,Friendly,.2365 Aqr sh./Tgt sh.,307,0.2365,SBIB,CMA,899498880.0,6733169800.0
M&A,2019-11-18,,2020-05-04,Carolina Financial Corp,CARO US,United Bankshares Inc/WV,UBSI US,1003.02,1003.02,Stock,,Completed,,,Friendly,1.1300 Aqr sh./Tgt sh.,309,1.13,CARO,UBSI,942520649.9999999,3869918060.0
M&A,2006-07-23,,2007-01-03,Newkirk Realty Trust Inc,NKT US,LXP Industrial Trust,LXP US,996.92,326.93,Stock,,Completed,,,Friendly,.8000 Aqr sh./Tgt sh.,310,0.8,NKT,LXP,310968750.0,1068014399.9999999
M&A,2017-07-25,,2018-04-02,MainSource Financial Group Inc,MSFG US,First Financial Bancorp,FFBC US,988.96,988.96,Stock,,Completed,,,Friendly,1.3875 Aqr sh./Tgt sh.,311,1.3875,MSFG,FFBC,895927280.0,1597023700.0
M&A,2018-05-22,,2019-01-02,Guaranty Bancorp,GBNK US,Independent Bank Group Inc,IBTX US,985.51,985.51,Stock,,Completed,,,Friendly,.4500 Aqr sh./Tgt sh.,312,0.45,GBNK,IBTX,969830000.0,2106621000.0
M&A,2017-11-16,,2018-04-02,Almost Family Inc,AFAM US,LHC Group Inc,LHCG US,985.23,871.24,Stock,26.23,Completed,30,,Friendly,.9150 Aqr sh./Tgt sh.,313,0.915,AFAM,LHCG,863735250.0,1236642000.0
M&A,2018-07-24,,2019-01-02,Green Bancorp Inc,GNBC US,Veritex Holdings Inc,VBTX US,946.97,946.97,Stock,,Completed,40,,Friendly,.7900 Aqr sh./Tgt sh.,317,0.79,GNBC,VBTX,913580500.0,750820050.0
M&A,2023-07-25,,2023-12-01,PacWest Bancorp,PACW US,Banc of California Inc,BANC US,942.09,942.09,Stock,,Completed,,,Friendly,.6569 Aqr sh./Tgt sh.,318,0.6569,PACW,BANC,1172849440.0,847222450.0000001
M&A,2004-02-26,,2004-12-22,Ilex Oncology Inc,ILXO US,Genzyme Corp,GENZ US,913.59,1014.15,Stock,,Completed,,,Friendly,.4682 Aqr sh./Tgt sh.,319,0.4682,ILXO,GENZ,976175000.0,11336972650.0
M&A,2012-08-13,,2013-02-05,Comverse Technology Inc,CMVT US,Verint Systems Inc,VRNT US,905.02,798.22,Stock,,Completed,,,Friendly,.1298 Aqr sh./Tgt sh.,320,0.1298,CMVT,VRNT,1284687800.0,1089752800.0
M&A,2021-05-18,,2021-10-01,Altabancorp,ALTA US,Glacier Bancorp Inc,GBCI US,900.57,900.57,Stock,,Completed,,,Friendly,.7971 Aqr sh./Tgt sh.,321,0.7971,ALTA,GBCI,884058160.0,5673952050.0
M&A,2016-08-18,,2017-04-24,Cardinal Financial Corp,CFNL US,United Bankshares Inc/WV,UBSI US,898.36,898.36,Stock,,Completed,,,Friendly,.7100 Aqr sh./Tgt sh.,322,0.71,CFNL,UBSI,855943830.0000001,2956669800.0000005
M&A,2012-09-13,,2013-04-15,Citizens Republic Bancorp Inc,CRBC US,FirstMerit Corp,FMER US,894.32,894.32,Stock,,Completed,37.5,,Friendly,1.3700 Aqr sh./Tgt sh.,323,1.37,CRBC,FMER,811335180.0,1668751240.0
M&A,2022-05-31,,2022-09-15,CatchMark Timber Trust Inc,CTT US,PotlatchDeltic Corp,PCH US,886.12,612.51,Stock,24.32,Completed,9.69212,,Friendly,.2300 Aqr sh./Tgt sh.,325,0.23,CTT,PCH,575216640.0,3601100519.9999995
M&A,2021-03-10,,2022-01-03,Bryn Mawr Bank Corp,BMTC US,WSFS Financial Corp,WSFS US,880.15,880.15,Stock,,Completed,,,Friendly,.9000 Aqr sh./Tgt sh.,326,0.9,BMTC,WSFS,952654000.0,2478764050.0
M&A,2020-08-12,,2020-11-13,Montage Resources Corp,MR US,Southwestern Energy Co,SWN US,868.53,181.75,Stock,4.65,Completed,,,Friendly,1.8656 Aqr sh./Tgt sh.,327,1.8656,MR,SWN,192326550.00000003,1581731880.0
M&A,2023-02-27,,2023-05-31,Broadmark Realty Capital Inc,BRMK US,Ready Capital Corp,RC US,864.85,820.7,Stock,9.78,Completed,23.639,,Friendly,.4723 Aqr sh./Tgt sh.,328,0.4723,BRMK,RC,671925000.0,1246842320.0
M&A,2023-12-19,,2024-04-02,CSI Compressco LP,CCLP US,Kodiak Gas Services Inc,KGS US,842.51,222.17,Stock,7.45,Completed,20,,Friendly,.0860 Aqr sh./Tgt sh.,329,0.086,CCLP,KGS,234291750.0,1510074000.0000002
M&A,2018-11-26,,2019-04-01,National Commerce Corp,NCOM US,CenterState Bank Corp,CSFL US,835.91,835.91,Stock,,Completed,31.8,,Friendly,1.6500 Aqr sh./Tgt sh.,331,1.65,NCOM,CSFL,838865890.0,2371634510.0
M&A,2006-03-08,2006-06-05,2006-06-22,Lexar Media Inc,LEXR US,Micron Technology Inc,MU US,832.69,828.13,Stock,,Completed,,,Friendly,.5625 Aqr sh./Tgt sh.,332,0.5625,LEXR,MU,718036000.0,8985019560.0
M&A,2023-05-18,,2023-08-18,Urstadt Biddle Properties Inc,UBA US,Regency Centers Corp,REG US,814.31,814.31,Stock,9.71,Completed,,,Friendly,.3470 Aqr sh./Tgt sh.,334,0.347,UBA,REG,573566400.0,9853519770.0
M&A,2008-01-29,,2008-03-25,CNX Gas LLC,CXG US,CNX Resources Corp,CNX US,813.87,813.87,Stock,16.16,Terminated,,,Unsolicited,.4425 Aqr sh./Tgt sh.,335,0.4425,CXG,CNX,5123394500.0,12826417740.0
M&A,2015-09-29,,2016-02-01,Rentrak Corp,RENT US,comScore Inc,SCOR US,800.92,879.87,Stock,146.74,Completed,57,,Friendly,1.1500 Aqr sh./Tgt sh.,337,1.15,RENT,SCOR,830352990.0,1797680950.0
M&A,2014-07-10,,2014-08-15,TransMontaigne Partners LLC,TLP US,NGL Energy Partners LP,NGL US,798.2,565.67,Stock,13.54,Terminated,,,Friendly,1.0000 Aqr sh./Tgt sh.,338,1.0,TLP,NGL,709983750.0,3610553400.0
M&A,2016-10-17,2017-01-03,2017-07-03,Alon USA Energy Inc,ALJ US,Delek US Holdings Inc,DK US,792.06,445.64,Stock,27.23,Completed,20,,Friendly,.5040 Aqr sh./Tgt sh.,339,0.504,ALJ,DK,586284310.0,1065845760.0
M&A,2015-03-02,,2015-10-08,Square 1 Financial Inc,SQBK US,PacWest Bancorp,PACW US,789.04,789.04,Stock,,Completed,,,Friendly,.5997 Aqr sh./Tgt sh.,340,0.5997,SQBK,PACW,672702560.0,4580358120.0
M&A,2019-06-24,,2019-11-01,NRC Group Holdings Corp,NRCG US,US Ecology Inc,ECOL US,771.32,435.69,Stock,,Completed,60,,Friendly,.1960 Aqr sh./Tgt sh.,342,0.196,NRCG,ECOL,405194940.0,1275693270.0
M&A,2007-12-13,,2008-02-28,MoneyGram International Inc,MGI US,Euronet Worldwide Inc,EEFT US,759.09,1627.38,Stock,3.23,Terminated,,,Unsolicited,.6179 Aqr sh./Tgt sh.,343,0.6179,MGI,EEFT,1304169660.0,1405799460.0
M&A,2019-06-26,,2019-12-02,Oritani Financial Corp,ORIT US,Valley National Bancorp,VLY US,748.23,748.23,Stock,,Completed,1.8,,Friendly,1.6000 Aqr sh./Tgt sh.,345,1.6,ORIT,VLY,783542539.9999999,3480036520.0
M&A,2017-10-30,,2018-08-01,Capella Education Co,CPLA US,Strategic Education Inc,STRA US,732.98,912.52,Stock,8.57,Completed,25,,Friendly,.8750 Aqr sh./Tgt sh.,346,0.875,CPLA,STRA,946774800.0,1046682910.0
M&A,2014-11-12,,2015-02-17,Enterprise Terminaling Services LP,OILT US,Enterprise Products Partners LP,EPD US,731.96,731.96,Stock,12.3,Completed,,,Friendly,1.3000 Aqr sh./Tgt sh.,348,1.3,OILT,EPD,2125645740.0000002,69990525640.0
M&A,2019-07-15,,2019-11-01,United Financial Bancorp Inc,UBNK US,People's United Financial Inc,PBCT US,730.1,730.1,Stock,,Completed,,,Friendly,.8750 Aqr sh./Tgt sh.,350,0.875,UBNK,PBCT,717884750.0,6420314000.0
M&A,2023-08-08,,2023-10-02,EchoStar Corp,SATS US,DISH Network Corp,DISH US,726.33,754.98,Stock,1.08,Terminated,,,Friendly,2.8500 Aqr sh./Tgt sh.,351,2.85,SATS,DISH,854146440.0000001,2443156480.0
M&A,2003-12-16,,2004-05-17,Trust Co of New Jersey/The,TCNJ US,North Fork Bancorporation Inc,NFB US,720.3,406.54,Stock,,Completed,,,Friendly,1.0000 Aqr sh./Tgt sh.,352,1.0,TCNJ,NFB,704157860.0000001,5868228370.0
M&A,2014-01-28,,2014-06-23,Tortoise Energy Capital Corp,TYY US,Tortoise Energy Infrastructure Corp,TYG US,689.9,689.9,Stock,,Completed,,,Friendly,.7495 Aqr sh./Tgt sh.,355,0.7495,TYY,TYG,626757360.0,1193956920.0000002
M&A,2013-07-22,,2013-11-20,Nash Finch Co,NAFC US,SpartanNash Co,SPTN US,688.08,291.77,Stock,10.68,Completed,12,,Friendly,1.2000 Aqr sh./Tgt sh.,356,1.2,NAFC,SPTN,301249360.0,450619679.99999994
M&A,2006-08-08,,2007-01-30,McDATA Corp,MCDTA US,Brocade Communications Systems LLC,BRCD US,676.04,715.16,Stock,9.07,Completed,60,,Friendly,.7500 Aqr sh./Tgt sh.,357,0.75,MCDTA,BRCD,416861510.0,1388863980.0
M&A,2009-02-10,,2010-01-27,Ticketmaster Entertainment Inc,TKTM US,Live Nation Entertainment Inc,LYV US,670.01,453.69,Stock,2.86,Completed,,,Friendly,1.4744 Aqr sh./Tgt sh.,359,1.4744,TKTM,LYV,287218290.0,311986080.0
M&A,2014-07-30,,2015-04-01,Journal Communications Inc,JRN US,EW Scripps Co/The,SSP US,658.59,502.43,Stock,8.08,Completed,15.8,,Friendly,.5176 Aqr sh./Tgt sh.,361,0.5176,JRN,SSP,489088640.0,957627280.0
M&A,2017-04-27,,2017-12-01,Park Sterling Corp,PSTB US,SouthState Corp,SSB US,657.29,657.29,Stock,,Completed,25,,Friendly,.1400 Aqr sh./Tgt sh.,362,0.14,PSTB,SSB,653289900.0,2576712650.0000005
M&A,2017-01-10,,2017-11-02,Pacific Continental Corp,PCBK US,Columbia Banking System Inc,COLB US,649.08,649.08,Stock,,Completed,,,Friendly,.6430 Aqr sh./Tgt sh.,363,0.643,PCBK,COLB,601479200.0000001,2470847940.0
M&A,2022-11-13,,2024-03-01,Luther Burbank Corp,LBC US,WaFd Inc,WAFD US,646.2,646.2,Stock,,Completed,,,Friendly,.3353 Aqr sh./Tgt sh.,364,0.3353,LBC,WAFD,601663500.0,2338814000.0
M&A,2013-05-07,2013-08-12,2013-12-18,Pioneer Southwest Energy Partners LP,PSE US,Pioneer Natural Resources Co,PXD US,642.04,642.04,Stock,12.6,Completed,,,Unsolicited,.2325 Aqr sh./Tgt sh.,365,0.2325,PSE,PXD,1149990800.0,18872375456.87
M&A,2004-06-16,,2004-10-01,Exult Inc,EXLT US,Aon Hewitt LLC,HEW US,636.65,705.63,Stock,21.24,Completed,,,Friendly,.2000 Aqr sh./Tgt sh.,367,0.2,EXLT,HEW,622391679.9999999,908546650.0
M&A,2005-12-15,,2006-06-02,Main Street Banks Inc,MSBK US,Truist Financial Corp,TFC US,621.46,621.46,Stock,,Completed,,,Friendly,.6602 Aqr sh./Tgt sh.,372,0.6602,MSBK,TFC,603961360.0,103052140.0
M&A,2018-01-02,,2018-04-27,Archrock Partners LP,APLP US,Archrock Inc,AROC US,584.85,584.85,Stock,4.38,Completed,,,Friendly,1.4000 Aqr sh./Tgt sh.,375,1.4,APLP,AROC,959592990.0,703058400.0
M&A,2018-06-19,,2018-09-20,Cheniere Energy Partners LP Holdings LLC,CQH US,Cheniere Energy Inc,LNG US,575.13,575.13,Stock,,Completed,,,Friendly,.4750 Aqr sh./Tgt sh.,376,0.475,CQH,LNG,7379645000.0,16420250700.000002
M&A,2023-05-25,,2023-09-28,Desktop Metal Inc,DM US,Stratasys Ltd,SSYS US,569.88,583.23,Stock,,Terminated,,,Friendly,.1230 Aqr sh./Tgt sh.,378,0.123,DM,SSYS,557924500.0,949287680.0
M&A,2004-01-27,,2006-03-01,Unizan Financial Corp,UNIZ US,Huntington Bancshares Inc/OH,HBAN US,559.02,198.7,Stock,,Completed,,,Friendly,1.1400 Aqr sh./Tgt sh.,380,1.14,UNIZ,HBAN,544026470.0,5086267680.000001
M&A,2018-06-28,,2018-12-13,Keryx Biopharmaceuticals Inc,KERX US,Akebia Therapeutics Inc,AKBA US,537.71,472.8,Stock,,Completed,22,,Friendly,.3743 Aqr sh./Tgt sh.,386,0.3743,KERX,AKBA,452828079.99999994,568001720.0
M&A,2021-11-19,,2022-04-11,Spirit of Texas Bancshares Inc,STXB US,Simmons First National Corp,SFNC US,526.06,537.07,Stock,6.86,Completed,,,Friendly,1.0017 Aqr sh./Tgt sh.,387,1.0017,STXB,SFNC,,
M&A,2023-09-19,,2024-07-16,Cambridge Bancorp,CATC US,Eastern Bankshares Inc,EBC US,521.51,521.51,Stock,,Completed,21,,Friendly,4.9560 Aqr sh./Tgt sh.,388,4.956,CATC,EBC,482529000.0,2229405280.0000005
M&A,2019-08-12,,2019-10-14,Eidos Therapeutics Inc,EIDX US,Bridgebio Pharma Inc,BBIO US,517.97,517.97,Stock,,Withdrawn,,,Unsolicited,1.5000 Aqr sh./Tgt sh.,391,1.5,EIDX,BBIO,1394215200.0,3124390560.0
M&A,2014-11-05,,2015-07-01,Hudson Valley Holding Corp,HVB US,Sterling Bancorp/DE,STL US,511.18,511.18,Stock,,Completed,20,,Friendly,1.9200 Aqr sh./Tgt sh.,393,1.92,HVB,STL,509217800.0,1137340800.0
M&A,2019-07-23,,2019-11-25,Old Line Bancshares Inc,OLBK US,WesBanco Inc,WSBC US,499.93,499.93,Stock,,Completed,,,Friendly,.7844 Aqr sh./Tgt sh.,395,0.7844,OLBK,WSBC,467472500.0,1946119260.0
M&A,2018-02-14,,2018-06-15,Layne Christensen Co,LAYN US,Granite Construction Inc,GVA US,485.97,346.99,Stock,19.09,Completed,,,Friendly,.2700 Aqr sh./Tgt sh.,397,0.27,LAYN,GVA,308713500.0,2298207170.0
M&A,2006-11-13,2007-01-26,2007-01-29,Solexa Inc,SLXA US,Illumina Inc,ILMN US,481.96,550.7,Stock,,Completed,,,Friendly,.3440 Aqr sh./Tgt sh.,399,0.344,SLXA,ILMN,461030341.0,1856397320.0
M&A,2017-07-20,,2018-02-02,Bank Mutual Corp,BKMU US,Associated Banc-Corp,ASB US,478.52,478.52,Stock,,Completed,,,Friendly,.4220 Aqr sh./Tgt sh.,401,0.422,BKMU,ASB,445540399.99999994,3556672000.0
M&A,2015-08-04,,2016-02-16,Metro Bancorp Inc,METR US,FNB Corp/PA,FNB US,477.76,477.76,Stock,,Completed,,,Friendly,2.3730 Aqr sh./Tgt sh.,402,2.373,METR,FNB,429958199.99999994,2361115890.0
M&A,2024-04-15,,2024-08-02,Macatawa Bank Corp,MCBC US,Wintrust Financial Corp,WTFC US,471.18,471.18,Stock,,Completed,,,Friendly,.1370 Aqr sh./Tgt sh.,404,0.137,MCBC,WTFC,469728540.0,5831582560.0
M&A,2004-09-09,,2004-09-21,Artesyn Embedded Technologies Inc,ATSN US,Bel Fuse Inc,BELFA US,468.21,479.09,Stock,14.44,Terminated,,,Hostile,.2650 Aqr sh./Tgt sh.,406,0.265,ATSN,BELFA,386894129.99999994,84545580.0
M&A,2007-09-07,,2008-02-04,KNBT Bancorp Inc,KNBT US,National Penn Bancshares Inc,NPBC US,466.82,466.82,Stock,,Completed,,,Friendly,1.0300 Aqr sh./Tgt sh.,407,1.03,KNBT,NPBC,,
M&A,2020-10-29,,2021-03-22,Oaktree Strategic Income Corp,OCSI US,Oaktree Specialty Lending Corp,OCSL US,465.13,183.08,Stock,42.9,Completed,20,,Friendly,1.3371 Aqr sh./Tgt sh.,408,1.3371,OCSI,OCSL,190062150.0,642782159.9999999
M&A,2009-12-08,,2010-04-08,BPW Acquisition Corp,BPW US,Talbots Inc/The,TLB US,463.16,463.24,Stock,,Completed,,,Friendly,.9853 Aqr sh./Tgt sh.,410,0.9853,BPW,TLB,430289199.99999994,466434430.00000006
M&A,2017-05-16,,2018-01-02,WashingtonFirst Bankshares Inc,WFBI US,Sandy Spring Bancorp Inc,SASR US,456.0,456.0,Stock,,Completed,18.5,,Friendly,.8713 Aqr sh./Tgt sh.,412,0.8713,WFBI,SASR,405450100.0,935225740.0
M&A,2021-03-05,,2021-05-12,Noble Midstream Partners LP,NBLX US,Chevron Corp,CVX US,454.5,454.5,Stock,4.62,Completed,3.5,,Unsolicited,.1393 Aqr sh./Tgt sh.,413,0.1393,NBLX,CVX,,
M&A,2013-01-30,,2014-02-03,Virginia Commerce Bancorp Inc,VCBI US,United Bankshares Inc/WV,UBSI US,448.9,448.9,Stock,,Completed,,,Friendly,.5442 Aqr sh./Tgt sh.,415,0.5442,VCBI,UBSI,419441940.0,1281560730.0
M&A,2012-12-20,,2013-12-09,Roma Financial Corp,ROMA US,Investors Bancorp Inc,ISBC US,445.19,450.05,Stock,,Completed,,,Friendly,.8653 Aqr sh./Tgt sh.,416,0.8653,ROMA,ISBC,457469600.0,1990807740.0
M&A,2005-03-21,,2005-08-08,Mykrolis Corp,MYK US,Entegris Inc,ENTG US,442.64,573.05,Stock,9.27,Completed,,,Friendly,1.3900 Aqr sh./Tgt sh.,419,1.39,MYK,ENTG,592199520.0,733524480.0
M&A,2019-10-02,2020-02-20,2020-06-22,Progenics Pharmaceuticals Inc,PGNX US,Lantheus Holdings Inc,LNTH US,442.28,469.09,Stock,,Completed,18.34,,Friendly,.3100 Aqr sh./Tgt sh.,421,0.31,PGNX,LNTH,497643390.0,762219470.0
M&A,2021-11-08,,2022-07-29,MetroMile Inc,MILE US,Lemonade Inc,LMND US,439.11,439.11,Stock,,Completed,,,Friendly,.0526 Aqr sh./Tgt sh.,424,0.0526,MILE,LMND,415145250.0,3874397580.0
M&A,2013-04-24,,2013-08-30,PROLOR Biotech Ltd,PBTH US,OPKO Health Inc,OPK US,433.81,462.38,Stock,,Completed,,,Friendly,.9951 Aqr sh./Tgt sh.,426,0.9951,PBTH,OPK,398974700.0,2282776320.0
M&A,2023-04-11,,2023-09-01,Diversified Healthcare Trust,DHC US,Office Properties Income Trust,OPI US,425.55,425.55,Stock,2.93,Terminated,,,Friendly,.1470 Aqr sh./Tgt sh.,427,0.147,DHC,OPI,278031120.0,403081200.0
M&A,2022-08-08,,2023-02-01,Professional Holding Corp,PFHD US,Seacoast Banking Corp of Florida,SBCF US,421.35,421.35,Stock,,Completed,,,Friendly,.8909 Aqr sh./Tgt sh.,429,0.8909,PFHD,SBCF,405389000.0,2112641600.0
M&A,2021-07-13,,2022-01-25,Howard Bancorp Inc,HBMD US,FNB Corp/PA,FNB US,417.16,417.16,Stock,,Completed,,,Friendly,1.8000 Aqr sh./Tgt sh.,430,1.8,HBMD,FNB,374208450.0,3749579900.0
M&A,2016-06-27,,2017-04-03,Suffolk Bancorp,SCNB US,People's United Financial Inc,PBCT US,414.2,414.2,Stock,,Completed,,,Friendly,2.2250 Aqr sh./Tgt sh.,432,2.225,SCNB,PBCT,355830000.0,4392465930.000001
M&A,2007-11-09,,2008-04-01,Omega Financial Corp,OMEF US,FNB Corp/PA,FNB US,411.13,411.13,Stock,,Completed,,,Friendly,2.0220 Aqr sh./Tgt sh.,433,2.022,OMEF,FNB,,
M&A,2017-11-01,,2018-04-02,Clifton Bancorp Inc,CSBK US,Kearny Financial Corp/MD,KRNY US,409.96,409.96,Stock,,Completed,,,Friendly,1.1910 Aqr sh./Tgt sh.,434,1.191,CSBK,KRNY,381945149.99999994,1195015500.0
M&A,2004-01-27,,2004-06-07,Hawthorne Financial Corp,HTHR US,Commercial Capital Bancorp Inc,CCBI US,399.24,399.24,Stock,,Completed,,,Friendly,1.9333 Aqr sh./Tgt sh.,435,1.9333,HTHR,CCBI,401166000.0,539137080.0000001
M&A,2023-07-25,,2024-04-02,American National Bankshares Inc,AMNB US,Atlantic Union Bankshares Corp,AUB US,395.78,395.78,Stock,,Completed,,,Friendly,1.3500 Aqr sh./Tgt sh.,436,1.35,AMNB,AUB,422835199.99999994,2354093050.0
M&A,2021-04-26,,2021-07-22,First Choice Bancorp,FCBP US,Enterprise Financial Services Corp,EFSC US,387.95,387.95,Stock,,Completed,,,Friendly,.6603 Aqr sh./Tgt sh.,438,0.6603,FCBP,EFSC,365598080.0,1485115089.9999998
M&A,2015-10-13,,2016-03-02,NewBridge Bancorp,NBBC US,Yadkin Financial Corp,YDKN US,387.91,387.91,Stock,,Completed,18,,Friendly,.5000 Aqr sh./Tgt sh.,439,0.5,NBBC,YDKN,384372660.0,664930370.0
M&A,2016-12-13,,2017-04-03,Heritage Oaks Bancorp,HEOP US,Pacific Premier Bancorp Inc,PPBI US,387.45,387.45,Stock,,Completed,,,Friendly,.3471 Aqr sh./Tgt sh.,440,0.3471,HEOP,PPBI,402508000.0,941720850.0
M&A,2023-08-24,,2024-05-06,Summit Financial Group Inc,SMMF US,Burke & Herbert Financial Services Corp,BHRB US,386.93,386.93,Stock,,Completed,,,Friendly,.5043 Aqr sh./Tgt sh.,441,0.5043,SMMF,BHRB,362985279.99999994,369889910.0
M&A,2016-05-31,,2016-09-30,Rose Rock Midstream LP,RRMS US,SemGroup Corp,SEMG US,378.05,378.05,Stock,5.77,Completed,15.5,,Friendly,.8136 Aqr sh./Tgt sh.,442,0.8136,RRMS,SEMG,979760580.0,1425888599.9999998
M&A,2010-07-28,,2010-12-20,Hess Bakken Investments I Corp,AEZ US,Hess Corp,HES US,366.9,443.74,Stock,,Completed,,,Friendly,.1373 Aqr sh./Tgt sh.,445,0.1373,AEZ,HES,444557649.99999994,17681055150.000004
M&A,2006-02-08,,2006-06-05,Western Sierra Bancorp,WSBA US,Umpqua Holdings Corp,UMPQ US,366.53,366.53,Stock,,Completed,,,Friendly,1.6100 Aqr sh./Tgt sh.,446,1.61,WSBA,UMPQ,329178600.0,1190981880.0000002
M&A,2006-12-21,,2007-05-01,Coastal Financial Corp/SC,CFCP US,Truist Financial Corp,TFC US,364.49,364.49,Stock,,Completed,,,Friendly,.3850 Aqr sh./Tgt sh.,447,0.385,CFCP,TFC,362440100.0,108207210.0
