Deal Type,Announce Date,Amendment Date,Completion/Termination Date,Target Name,Target Ticker,Acquirer Name,Acquirer Ticker,Announced Total Value (mil.),Announced Equity Value (mil.),Payment Type,TV/EBITDA,Deal Status,Acquirer Termination Fee,Cash Terms,Nature of Bid,Stock Terms,deal_id,Exchange Ratio,Clean Target Ticker,Clean Acquirer Ticker,target_market_cap,acquirer_market_cap
M&A,2006-10-17,2007-07-06,2007-07-13,CBOT Holdings Inc,BOT US,CME Group Inc,CME US,9591.47,9591.47,Stock,31.87,Completed,240,,Friendly,.3750 Aqr sh./Tgt sh.,81,0.375,BOT,CME,7870517999.999999,17630995500.0
M&A,2010-02-11,,2011-02-28,Allegheny Energy Inc,AYE US,FirstEnergy Corp,FE US,9216.11,4999.31,Stock,7.67,Completed,350,,Friendly,.6670 Aqr sh./Tgt sh.,83,0.667,AYE,FE,3852471360.0,11946483649.999998
M&A,2018-03-28,,2018-07-19,RSP Permian Inc,RSPP US,Concho Resources Inc,CXO US,9204.45,7733.42,Stock,17.46,Completed,350,,Friendly,.3200 Aqr sh./Tgt sh.,84,0.32,RSPP,CXO,7473797120.0,22409843430.000004
M&A,2018-08-14,,2018-11-30,Energen Corp,EGN US,Diamondback Energy Inc,FANG US,9144.68,8316.8,Stock,11.25,Completed,400,,Friendly,.6442 Aqr sh./Tgt sh.,85,0.6442,EGN,FANG,7326736000.0,11607691700.000002
M&A,2023-10-30,,2024-01-23,Spirit Realty Capital Inc,SRC US,Realty Income Corp,O US,9013.75,5369.97,Stock,15.52,Completed,93.68,,Friendly,.7620 Aqr sh./Tgt sh.,86,0.762,SRC,O,5086502690.0,34298950560.000004
M&A,2023-05-22,,2023-08-08,PDC Energy Inc,PDCE US,Chevron Corp,CVX US,7874.41,6503.74,Stock,2.66,Completed,,,Friendly,.4638 Aqr sh./Tgt sh.,92,0.4638,PDCE,CVX,6272344320.0,299061835966.74
M&A,2017-08-10,,2017-11-16,Starwood Waypoint Homes,SFR US,Invitation Homes Inc,INVH US,7811.0,4398.06,Stock,24.89,Completed,,,Friendly,1.6140 Aqr sh./Tgt sh.,93,1.614,SFR,INVH,4443197960.0,6803463840.000001
M&A,2013-05-20,,2013-10-01,Allergan WC Ireland Holdings Ltd,WCRX US,Allergan Ltd/Ireland,AGN US,7809.42,4417.42,Stock,5.76,Completed,,,Friendly,.1600 Aqr sh./Tgt sh.,94,0.16,WCRX,AGN,5169214710.0,29334372600.0
M&A,2020-01-12,,2020-04-06,Hexcel Corp,HXL US,Woodward Inc,WWD US,7493.61,6348.61,Stock,12.87,Terminated,,,Friendly,.6250 Aqr sh./Tgt sh.,96,0.625,HXL,WWD,6740958420.0,7916949385.0
M&A,2011-12-12,,2012-05-15,Vulcan Materials Co,VMC US,Martin Marietta Materials Inc,MLM US,7473.93,4804.87,Stock,18.4,Terminated,,,Hostile,.5000 Aqr sh./Tgt sh.,97,0.5,VMC,MLM,5001317100.000001,3411281050.0000005
M&A,2023-01-23,,2023-05-24,Evoqua Water Technologies Corp,AQUA US,Xylem Inc/NY,XYL US,7379.3,6534.55,Stock,30.11,Completed,,,Friendly,.4800 Aqr sh./Tgt sh.,99,0.48,AQUA,XYL,5887173960.0,18665592540.0
M&A,2020-10-20,,2021-01-13,Parsley Energy Inc,PE US,Pioneer Natural Resources Co,PXD US,7358.29,4143.42,Stock,,Completed,270,,Friendly,.1252 Aqr sh./Tgt sh.,100,0.1252,PE,PXD,3674884780.0000005,12885809440.0
M&A,2021-03-08,,2022-01-03,Athene Holding Ltd,ATH US,Apollo Global Management Inc,APO US,7249.22,7249.22,Stock,,Completed,81.9,,Friendly,1.1490 Aqr sh./Tgt sh.,101,1.149,ATH,APO,9567287020.0,10617083820.0
M&A,2010-10-18,,2012-04-10,NSTAR LLC,NST US,Eversource Energy,ES US,6842.12,4066.64,Stock,7.93,Completed,135,,Friendly,1.3120 Aqr sh./Tgt sh.,102,1.312,NST,ES,4128977820.0,428470680.0
M&A,2011-02-28,,2011-07-05,Nationwide Health Properties Inc,NHP US,Ventas Inc,VTR US,6819.42,5489.18,Stock,18.7,Completed,175,,Friendly,.7866 Aqr sh./Tgt sh.,103,0.7866,NHP,VTR,5158425770.0,8636442209.999998
M&A,2021-02-17,,2021-12-03,Enable Midstream Partners LP,ENBL US,Energy Transfer LP,ET US,6792.52,2496.52,Stock,7.61,Completed,,,Friendly,.8595 Aqr sh./Tgt sh.,104,0.8595,ENBL,ET,2617204750.0,18290514480.0
M&A,2024-01-22,,2024-05-03,NuStar Energy LP,NS US,Sunoco LP,SUN US,6481.94,3001.37,Stock,9.53,Completed,90.3,,Friendly,.4000 Aqr sh./Tgt sh.,107,0.4,NS,SUN,2648851840.0,4697552200.0
M&A,2017-06-09,,2017-09-14,DuPont Fabros Technology Inc,DFT US,Digital Realty Trust Inc,DLR US,6309.53,4960.11,Stock,19.02,Completed,300,,Friendly,.5450 Aqr sh./Tgt sh.,108,0.545,DFT,DLR,,
M&A,2023-08-16,,2023-11-03,Crestwood Equity Partners LP,CEQP US,Energy Transfer LP,ET US,6127.67,2840.57,Stock,10.85,Completed,,,Friendly,2.0700 Aqr sh./Tgt sh.,109,2.07,CEQP,ET,2878861000.0,39948397500.0
M&A,2014-07-13,,2014-12-08,Whiting Canadian Holding Co ULC,KOG US,Whiting Petroleum Corp,WLL US,6038.16,3799.32,Stock,7.81,Completed,130,,Friendly,.1770 Aqr sh./Tgt sh.,112,0.177,KOG,WLL,3973768470.0,10061552220.0
M&A,2020-09-28,,2021-01-07,WPX Energy Inc,WPX US,Devon Energy Corp,DVN US,5951.7,2779.7,Stock,14.07,Completed,75,,Friendly,.5165 Aqr sh./Tgt sh.,115,0.5165,WPX,DVN,2799335110.0000005,3663396000.0
M&A,2009-06-29,,2009-10-27,Enterprise TE Partners LP,TPP US,Enterprise Products Partners LP,EPD US,5892.84,3317.74,Stock,15.21,Completed,,,Friendly,1.2400 Aqr sh./Tgt sh.,116,1.24,TPP,EPD,3128342620.0,11478610060.0
M&A,2016-11-14,,2017-03-02,Equity One Inc,EQY US,Regency Centers Corp,REG US,5892.22,4621.73,Stock,24.14,Completed,240,,Friendly,.4500 Aqr sh./Tgt sh.,117,0.45,EQY,REG,4309505200.0,6991425899.999999
M&A,2021-04-19,,2022-02-01,Sterling Bancorp/DE,STL US,Webster Financial Corp,WBS US,5887.24,5034.13,Stock,,Completed,,,Friendly,.4630 Aqr sh./Tgt sh.,118,0.463,STL,WBS,4405106970.0,4571185950.0
M&A,2006-01-24,,2006-05-08,Pixar,PIXR US,Walt Disney Co/The,DIS US,5838.22,6881.88,Stock,26.92,Completed,,,Friendly,2.3000 Aqr sh./Tgt sh.,120,2.3,PIXR,DIS,6921611940.0,48936612960.0
M&A,2020-11-24,,2021-06-17,FS KKR Capital Corp II,FSKR US,FS KKR Capital Corp,FSK US,5718.13,2564.13,Stock,,Completed,,,Friendly,.9498 Aqr sh./Tgt sh.,121,0.9498,FSKR,FSK,3019720760.0000005,2267209920.0
M&A,2020-12-13,,2021-06-10,TCF Financial Corp,TCF US,Huntington Bancshares Inc/OH,HBAN US,5717.89,5717.89,Stock,,Completed,238.8,,Friendly,3.0028 Aqr sh./Tgt sh.,122,3.0028,TCF,HBAN,5634394650.0,12726560610.0
M&A,2007-02-19,,2008-07-30,XM Satellite Radio Holdings Inc,XMSR US,Sirius XM Holdings Inc,SIRI US,5663.65,4591.67,Stock,,Completed,175,,Friendly,4.6000 Aqr sh./Tgt sh.,124,4.6,XMSR,SIRI,4719420370.0,5623773120.0
M&A,2015-05-06,,2015-10-01,Crestwood Midstream Partners LP,CMLP US,Crestwood Equity Partners LP,CEQP US,5319.63,3227.73,Stock,12.61,Completed,,,Friendly,2.7500 Aqr sh./Tgt sh.,127,2.75,CMLP,CEQP,2840423560.0,1039792500.0
M&A,2008-10-24,,2009-01-02,National City Corp,NCC US,PNC Financial Services Group Inc/The,PNC US,5311.87,5311.87,Stock,,Completed,,,Friendly,.0392 Aqr sh./Tgt sh.,130,0.0392,NCC,PNC,,
M&A,2021-02-22,,2022-04-05,People's United Financial Inc,PBCT US,M&T Bank Corp,MTB US,5245.72,7061.42,Stock,,Completed,,,Friendly,.1180 Aqr sh./Tgt sh.,131,0.118,PBCT,MTB,7970083250.0,20453713540.0
M&A,2014-02-20,,2014-07-31,Emeritus Corp,ESC US,Brookdale Senior Living Inc,BKD US,5232.05,1302.35,Stock,16.2,Completed,143,,Friendly,.9500 Aqr sh./Tgt sh.,132,0.95,ESC,BKD,1384821360.0,3796906750.0
M&A,2015-09-15,,2016-03-01,Sirona Dental Systems Inc,SIRO US,DENTSPLY SIRONA Inc,XRAY US,5038.5,5380.7,Stock,15.58,Completed,280,,Friendly,1.8142 Aqr sh./Tgt sh.,133,1.8142,SIRO,XRAY,5416453290.0,7419610560.0
M&A,2016-08-15,,2016-12-01,Post Properties Inc,PPS US,Mid-America Apartment Communities Inc,MAA US,4894.98,3967.01,Stock,23.97,Completed,245,,Friendly,.7100 Aqr sh./Tgt sh.,134,0.71,PPS,MAA,3526932780.0,7100951340.000001
M&A,2007-02-06,,2007-09-05,Radian Group Inc,RDN US,MGIC Investment Corp,MTG US,4865.48,4865.48,Stock,,Terminated,185,,Friendly,.9658 Aqr sh./Tgt sh.,135,0.9658,RDN,MTG,5242184350.0,5714890280.0
M&A,2021-10-12,,2023-03-02,Umpqua Holdings Corp,UMPQ US,Columbia Banking System Inc,COLB US,4847.91,4847.91,Stock,,Completed,,,Friendly,.5958 Aqr sh./Tgt sh.,136,0.5958,UMPQ,COLB,4351935979.999999,2710402900.0
M&A,2023-10-30,,2024-03-01,Physicians Realty Trust,DOC US,Healthpeak Properties Inc,DOC US,4631.56,2764.92,Stock,14.48,Completed,,,Friendly,.6740 Aqr sh./Tgt sh.,139,0.674,DOC,DOC,2589968820.0,2589968820.0
M&A,2005-08-01,2006-03-07,2006-08-23,Shurgard Storage Centers LLC,SHU US,Public Storage,PSA US,4623.75,2979.51,Stock,24.81,Completed,,,Hostile,.8200 Aqr sh./Tgt sh.,140,0.82,SHU,PSA,2460945750.0,8381370359.999999
M&A,2023-07-13,,2023-11-02,Denbury Inc,DEN US,Exxon Mobil Corp,XOM US,4522.62,4435.93,Stock,7.72,Completed,,,Friendly,.8400 Aqr sh./Tgt sh.,141,0.84,DEN,XOM,4166454990.0,408098905900.0
M&A,2004-07-26,,2005-02-27,KP Pharmaceuticals LLC,KG US,Mylan NV,MYL US,4485.42,4294.3,Stock,,Terminated,,,Friendly,.9000 Aqr sh./Tgt sh.,142,0.9,KG,MYL,2889354510.0000005,3961260000.0
M&A,2024-01-04,,2024-04-01,Callon Petroleum Co,CPE US,APA Corp,APA US,4454.48,2509.32,Stock,2.04,Completed,170,,Friendly,1.0425 Aqr sh./Tgt sh.,143,1.0425,CPE,APA,2380222880.0,10424799840.000002
M&A,2007-02-05,,2007-07-03,Investors Financial Services Corp,IFIN US,State Street Corp,STT US,4417.01,4417.01,Stock,,Completed,,,Friendly,.9060 Aqr sh./Tgt sh.,144,0.906,IFIN,STT,4025805860.0,22637552750.0
M&A,2009-11-02,,2010-03-15,Black & Decker Corp/The,BDK US,Stanley Black & Decker Inc,SWK US,4396.0,3495.3,Stock,11.11,Completed,125,,Friendly,1.2750 Aqr sh./Tgt sh.,145,1.275,BDK,SWK,3730354000.0,3943149949.9999995
M&A,2008-01-11,,2008-07-01,Countrywide Financial Corp,CFC US,Bank of America Corp,BAC US,4334.97,4334.97,Stock,0.37,Completed,,,Friendly,.1822 Aqr sh./Tgt sh.,146,0.1822,CFC,BAC,,
M&A,2016-05-16,,2016-09-19,Range Resources-Louisiana Inc,MRD US,Range Resources Corp,RRC US,4287.41,3173.92,Stock,,Completed,300,,Friendly,.3750 Aqr sh./Tgt sh.,148,0.375,MRD,RRC,2973662010.0000005,6667622880.0
M&A,2009-04-01,,2009-10-02,Metavante Technologies Inc,MV US,Fidelity National Information Services Inc,FIS US,4284.97,2816.87,Stock,8.79,Completed,,,Friendly,1.3500 Aqr sh./Tgt sh.,149,1.35,MV,FIS,2770145920.0,3379301699.9999995
M&A,2014-12-03,,2016-07-18,Hawaiian Electric Industries Inc,HE US,NextEra Energy Inc,NEE US,4264.82,2564.82,Stock,8.22,Terminated,90,,Friendly,.2413 Aqr sh./Tgt sh.,151,0.2413,HE,NEE,3304547639.9999995,45171522180.0
M&A,2021-04-21,,2021-07-14,Welbilt Inc,WBT US,Middleby Corp/The,MIDD US,4221.15,2889.95,Stock,26.9,Terminated,,,Friendly,.1240 Aqr sh./Tgt sh.,152,0.124,WBT,MIDD,3078949239.9999995,9965199920.0
M&A,2019-04-16,,2019-07-29,Liberty Expedia Holdings Inc,LEXEA US,Expedia Group Inc,EXPE US,4203.45,2525.45,Stock,3.27,Completed,,,Unsolicited to Friendly,.3600 Aqr sh./Tgt sh.,154,0.36,LEXEA,EXPE,2434925960.0,16967781160.0
M&A,2013-01-29,,2013-05-02,Copano Energy LLC,CPNO US,Kinder Morgan Energy Partners LP,KMP US,4151.13,3111.9,Stock,27.47,Completed,75,,Friendly,.4563 Aqr sh./Tgt sh.,155,0.4563,CPNO,KMP,3004179850.0,22092701310.0
M&A,2003-12-15,,2004-10-01,Enterprise GTM Holdings LP,GTM US,Enterprise Products Partners LP,EPD US,4147.75,2315.92,Stock,11.45,Completed,,,Friendly,1.8100 Aqr sh./Tgt sh.,156,1.81,GTM,EPD,2367122160.0,5050666800.000001
M&A,2019-01-28,,2019-04-12,Versum Materials Inc,VSM US,Entegris Inc,ENTG US,4111.57,3531.37,Stock,9.49,Terminated,155,,Friendly,1.1200 Aqr sh./Tgt sh.,157,1.12,VSM,ENTG,4062239760.0,4544351340.0
M&A,2013-06-03,,2013-10-02,Colonial Properties Trust,CLP US,Mid-America Apartment Communities Inc,MAA US,4041.7,2291.58,Stock,20.06,Completed,75,,Friendly,.3600 Aqr sh./Tgt sh.,159,0.36,CLP,MAA,2114687940.0,2866286070.0000005
M&A,2017-05-08,,2017-08-17,Care Capital Properties Inc,CCP US,Sabra Health Care REIT Inc,SBRA US,4034.62,2635.92,Stock,13.64,Completed,15,,Friendly,1.1230 Aqr sh./Tgt sh.,160,1.123,CCP,SBRA,2238251500.0,1567247560.0
M&A,2021-10-28,,2022-02-28,Momentive Global Inc,MNTV US,Zendesk Inc,ZEN US,4027.59,4017.09,Stock,,Terminated,,,Friendly,.2250 Aqr sh./Tgt sh.,161,0.225,MNTV,ZEN,3410473080.0,12218036000.0
M&A,2004-03-17,,2004-08-03,Apogent Technologies Inc,AOT US,Fisher Scientific International LLC,FSH US,3711.67,2763.13,Stock,11.86,Completed,,,Friendly,.5600 Aqr sh./Tgt sh.,166,0.56,AOT,FSH,2548325100.0,3277437300.0000005
M&A,2023-02-09,,2023-09-05,NuVasive Inc,NUVA US,Globus Medical Inc,GMED US,3707.52,2938.46,Stock,18.31,Completed,,,Friendly,.7500 Aqr sh./Tgt sh.,167,0.75,NUVA,GMED,2324251199.9999995,4666395360.0
M&A,2019-11-04,,2020-07-02,IBERIABANK Corp,IBKC US,First Horizon Corp,FHN US,3705.07,3705.07,Stock,,Completed,156,,Friendly,4.5840 Aqr sh./Tgt sh.,168,4.584,IBKC,FHN,4087279400.0000005,5377190400.0
M&A,2023-05-03,,2023-06-26,Amedisys Inc,AMED US,Option Care Health Inc,OPCH US,3568.18,3132.18,Stock,14.18,Terminated,106,,Friendly,3.0213 Aqr sh./Tgt sh.,172,3.0213,AMED,OPCH,2620022730.0,4943510000.0
M&A,2019-05-08,,2019-07-30,Andeavor Logistics LP,ANDX US,MPLX LP,MPLX US,3288.99,3288.99,Stock,7.26,Completed,,,Friendly,1.1350 Aqr sh./Tgt sh.,180,1.135,ANDX,MPLX,8559907859.999999,24388622890.0
M&A,2020-01-27,,2020-06-08,CenterState Bank Corp,CSFL US,SouthState Corp,SSB US,3259.14,3259.14,Stock,,Completed,120,,Friendly,.3001 Aqr sh./Tgt sh.,181,0.3001,CSFL,SSB,2901533320.0,2592452500.0
M&A,2023-05-23,,2023-09-13,Necessity Retail REIT Inc/The,RTL US,Global Net Lease Inc,GNL US,3159.23,969.97,Stock,19.52,Completed,40,,Friendly,.6700 Aqr sh./Tgt sh.,184,0.67,RTL,GNL,795752630.0,972559149.9999999
M&A,2020-03-02,,2020-07-02,Mobile Mini Inc,MINI US,WillScot Holdings Corp,WSC US,3008.21,2024.07,Stock,12.21,Completed,66.6,,Friendly,2.4050 Aqr sh./Tgt sh.,189,2.405,MINI,WSC,1769276200.0000002,1820214000.0
M&A,2019-12-09,,2020-05-26,Texas Capital Bancshares Inc,TCBI US,Independent Bank Group Inc,IBTX US,2971.15,2971.15,Stock,,Terminated,115,,Friendly,1.0311 Aqr sh./Tgt sh.,190,1.0311,TCBI,IBTX,3112857060.0,2573254320.0
M&A,2021-07-19,,2021-10-22,Retail Properties of America Inc,RPAI US,Kite Realty Group Trust,KRG US,2892.16,2892.16,Stock,10.47,Completed,,,Friendly,.6230 Aqr sh./Tgt sh.,191,0.623,RPAI,KRG,2583237989.9999995,1664354500.0
M&A,2020-07-07,,2020-10-08,Vivint Solar Inc,VSLR US,Sunrun Inc,RUN US,2865.31,1355.18,Stock,,Completed,107,,Friendly,.5500 Aqr sh./Tgt sh.,193,0.55,VSLR,RUN,1919918000.0,3457618890.0
M&A,2023-08-21,,2023-11-01,Earthstone Energy Inc,ESTE US,Permian Resources Corp,PR US,2809.78,1831.06,Stock,2.21,Completed,175,,Friendly,1.4460 Aqr sh./Tgt sh.,197,1.446,ESTE,PR,2052807339.9999998,4220874410.0
M&A,2008-04-14,,2008-10-30,Northwest Airlines LLC,NWA US,Delta Air Lines Inc,DAL US,2754.82,2754.82,Stock,,Completed,165,,Friendly,1.2500 Aqr sh./Tgt sh.,198,1.25,NWA,DAL,2430469560.0,2676707720.0
M&A,2020-08-27,,2021-01-05,BMC Stock Holdings Inc,BMCH US,Builders FirstSource Inc,BLDR US,2698.16,2449.69,Stock,10.03,Completed,,,Friendly,1.3125 Aqr sh./Tgt sh.,200,1.3125,BMCH,BLDR,2766555000.0,3695952340.0000005
M&A,2018-07-24,,2019-01-02,FCB Financial Holdings Inc,FCB US,Synovus Financial Corp,SNV US,2692.62,2692.62,Stock,,Completed,93.5,,Friendly,1.0550 Aqr sh./Tgt sh.,201,1.055,FCB,SNV,2431260000.0,5935559200.0
M&A,2014-01-28,,2014-07-02,Texas Industries Inc,TXI US,Martin Marietta Materials Inc,MLM US,2623.25,2046.35,Stock,30.99,Completed,140,,Friendly,.7000 Aqr sh./Tgt sh.,204,0.7,TXI,MLM,2130810109.9999998,4994892000.0
M&A,2007-05-01,,2007-09-04,MAF Bancorp Inc,MAFB US,National City Corp,NCC US,2542.09,2542.09,Stock,,Completed,,,Friendly,1.9939 Aqr sh./Tgt sh.,206,1.9939,MAFB,NCC,1789416200.0000002,23512648940.0
M&A,2017-07-21,2017-08-14,2017-10-31,Western Refining Logistics LP,WNRL US,Andeavor Logistics LP,ANDX US,2539.22,2235.6,Stock,18.67,Completed,,,Friendly,.5233 Aqr sh./Tgt sh.,207,0.5233,WNRL,ANDX,,
M&A,2018-09-24,,2019-02-01,Pandora Media LLC,P US,Sirius XM Holdings Inc,SIRI US,2532.55,,Stock,,Completed,,,Friendly,1.44 Aqr sh./Tgt sh.,209,1.44,P,SIRI,2399534190.0,28140418349.999996
M&A,2021-06-01,,2022-02-16,First Midwest Bancorp Inc/IL,FMBI US,Old National Bancorp/IN,ONB US,2494.86,2494.86,Stock,,Completed,97,,Friendly,1.1336 Aqr sh./Tgt sh.,211,1.1336,FMBI,ONB,2369021199.9999995,3066662760.0000005
M&A,2013-12-16,,2014-05-01,KKR Financial Holdings LLC,KFN US,KKR & Co Inc,KKR US,2465.47,2465.47,Stock,4.93,Completed,,,Friendly,.5100 Aqr sh./Tgt sh.,212,0.51,KFN,KKR,2527528160.0,7143064970.0
M&A,2017-04-24,,2017-09-01,FelCor Lodging Trust Inc,FCH US,RLJ Lodging Trust,RLJ US,2451.56,1160.55,Stock,14.79,Completed,95,,Friendly,.3620 Aqr sh./Tgt sh.,213,0.362,FCH,RLJ,1122777390.0000002,2839816320.0
M&A,2011-04-11,,2011-10-05,Global Crossing Ltd,GLBC US,Level 3 Communications Inc,LVLT US,2451.4,1362.4,Stock,6.43,Completed,70,,Friendly,16.0000 Aqr sh./Tgt sh.,214,16.0,GLBC,LVLT,1487543400.0,2840670000.0
M&A,2019-07-15,2019-11-14,2019-12-23,Carrizo Oil & Gas Inc,CRZO US,Callon Petroleum Co,CPE US,2421.16,673.03,Stock,3.43,Completed,57,,Friendly,1.7500 Aqr sh./Tgt sh.,215,1.75,CRZO,CPE,1035668070.0,1305941490.0
M&A,2018-09-10,,2019-01-14,Engility Holdings Inc,EGL US,Science Applications International Corp,SAIC US,2376.99,,Stock,14.31,Completed,100,,Friendly,0.45 Aqr sh./Tgt sh.,216,0.45,EGL,SAIC,1317909200.0,3407909050.0000005
M&A,2009-03-03,,2009-09-28,Magellan Midstream Holdings LP,MGG US,Magellan Midstream Partners LP,MMP US,2354.82,1309.26,Stock,5.37,Completed,,,Friendly,.6325 Aqr sh./Tgt sh.,217,0.6325,MGG,MMP,1036807850.0000001,1841235000.0
M&A,2019-10-14,,2020-01-10,Jagged Peak Energy Inc,JAG US,Parsley Energy Inc,PE US,2326.4,1650.6,Stock,6.08,Completed,189.035,,Friendly,.4470 Aqr sh./Tgt sh.,218,0.447,JAG,PE,1474621640.0000002,4393858710.0
M&A,2018-04-26,,2018-07-23,RM Partners LP,RMP US,EQM Midstream Partners LP,EQM US,2298.99,2023.53,Stock,9.37,Completed,,,Friendly,.3319 Aqr sh./Tgt sh.,219,0.3319,RMP,EQM,1892605500.0,4570611040.0
M&A,2004-03-29,,2004-12-01,Millennium Chemicals Inc,MCH US,Lyondell Chemical Co,LYO US,2254.41,996.41,Stock,11.87,Completed,,,Friendly,.9500 Aqr sh./Tgt sh.,224,0.95,MCH,LYO,947654900.0,2643055350.0
M&A,2019-03-25,,2019-06-17,Tier REIT Inc,TIER US,Cousins Properties Inc,CUZ US,2246.84,1562.83,Stock,35.01,Completed,,,Friendly,2.9800 Aqr sh./Tgt sh.,225,2.98,TIER,CUZ,1507801050.0,3985069680.0
M&A,2021-06-28,,2021-09-21,New Senior Investment Group Inc,SNR US,Ventas Inc,VTR US,2216.64,754.77,Stock,20.8,Completed,,,Friendly,.1561 Aqr sh./Tgt sh.,229,0.1561,SNR,VTR,740968799.9999999,21709409669.999996
M&A,2019-12-03,,2020-03-13,AK Steel Holding Corp,AKS US,Cleveland-Cliffs Inc,CLF US,2211.6,,Stock,3.87,Completed,30,,Friendly,.4000 Aqr sh./Tgt sh.,230,0.4,AKS,CLF,996719850.0,2144451080.0
M&A,2014-10-31,,2015-04-02,Aviv REIT Inc,AVIV US,Omega Healthcare Investors Inc,OHI US,2205.56,1588.55,Stock,15.58,Completed,,,Friendly,.9000 Aqr sh./Tgt sh.,231,0.9,AVIV,OHI,,
M&A,2020-12-21,,2021-03-17,QEP Resources Inc,QEP US,Diamondback Energy Inc,FANG US,2183.83,544.93,Stock,3.71,Completed,,,Friendly,.0500 Aqr sh./Tgt sh.,233,0.05,QEP,FANG,525619569.99999994,6958710649.999999
M&A,2017-03-07,,2017-10-02,Astoria Financial Corp,AF US,Sterling Bancorp/DE,STL US,2164.59,2164.59,Stock,,Completed,75.7,,Friendly,.8750 Aqr sh./Tgt sh.,234,0.875,AF,STL,2157168679.9999995,3348924800.0
M&A,2017-05-11,,2018-02-28,Straight Path Communications Inc,STRP US,Verizon Communications Inc,VZ US,2152.07,2159.9,Stock,,Completed,85,,Friendly,3.7969 Aqr sh./Tgt sh.,236,3.7969,STRP,VZ,2102435562.99,186998274960.0
M&A,2023-06-15,,2023-09-01,NexTier Oilfield Solutions Inc,NEX US,Patterson-UTI Energy Inc,PTEN US,2106.35,1876.43,Stock,3.72,Completed,,,Friendly,.7520 Aqr sh./Tgt sh.,237,0.752,NEX,PTEN,2037602320.0,2438572370.0
M&A,2017-01-22,,2017-06-16,BNC Bancorp,BNCN US,Pinnacle Financial Partners Inc,PNFP US,2037.88,2037.88,Stock,,Completed,66,,Friendly,.5235 Aqr sh./Tgt sh.,238,0.5235,BNCN,PNFP,1741136800.0,2978565750.0
M&A,2020-10-16,,2022-01-04,CIT Group Inc,CIT US,First Citizens BancShares Inc/NC,FCNCA US,2031.57,2031.57,Stock,3.23,Completed,,,Friendly,.0620 Aqr sh./Tgt sh.,239,0.062,CIT,FCNCA,,
M&A,2021-09-16,,2022-02-01,Great Western Bancorp Inc,GWB US,First Interstate BancSystem Inc,FIBK US,2021.07,2021.07,Stock,,Completed,105,,Friendly,.8425 Aqr sh./Tgt sh.,241,0.8425,GWB,FIBK,1740012120.0,1616271540.0
M&A,2023-08-28,,2024-01-02,RPT Realty,RPT US,Kimco Realty Corp,KIM US,1891.76,1031.16,Stock,9.46,Completed,,,Friendly,.6049 Aqr sh./Tgt sh.,246,0.6049,RPT,KIM,978684940.0,11684794550.0
M&A,2021-10-26,,2022-02-02,Oasis Midstream Partners LP,OMP US,Crestwood Equity Partners LP,CEQP US,1879.65,1234.77,Stock,8.13,Completed,,,Friendly,.8700 Aqr sh./Tgt sh.,247,0.87,OMP,CEQP,1206946960.0,1838625460.0
M&A,2020-02-27,,2020-06-17,EQM Midstream Partners LP,EQM US,Equitrans Midstream Corp,ETRN US,1845.02,1845.02,Stock,9.25,Completed,,,Friendly,2.4400 Aqr sh./Tgt sh.,248,2.44,EQM,ETRN,3479950880.0,1797412460.0
M&A,2018-10-15,,2019-02-01,SendGrid Inc,SEND US,Twilio Inc,TWLO US,1834.78,2001.52,Stock,490.71,Completed,,,Friendly,.4850 Aqr sh./Tgt sh.,251,0.485,SEND,TWLO,1691270020.0,5834983440.0
M&A,2018-10-03,,2019-01-04,Hortonworks Inc,HDP US,Cloudera Inc,CLDR US,1826.47,,Stock,,Completed,95,,Friendly,1.305 Aqr sh./Tgt sh.,253,1.305,HDP,CLDR,2032941600.0,2878721700.0
M&A,2019-08-26,,2020-01-15,SRC Energy Inc,SRCI US,PDC Energy Inc,PDCE US,1739.33,1052.76,Stock,2.97,Completed,55,,Friendly,.1580 Aqr sh./Tgt sh.,256,0.158,SRCI,PDCE,1144323100.0,1871054220.0
M&A,2022-09-27,,2024-05-16,Lakeland Bancorp Inc,LBAI US,Provident Financial Services Inc,PFS US,1686.02,1252.62,Stock,,Completed,,,Friendly,.8319 Aqr sh./Tgt sh.,258,0.8319,LBAI,PFS,1058864679.9999999,1506292770.0
M&A,2018-02-23,,2018-06-01,Alliance Holdings GP LP,AHGP US,Alliance Resource Partners LP,ARLP US,1681.04,1115.64,Stock,3.7,Completed,,,Friendly,1.4780 Aqr sh./Tgt sh.,259,1.478,AHGP,ARLP,,
M&A,2014-12-01,,2015-03-13,Spansion Inc,CODE US,Cypress Semiconductor Corp,CY US,1641.17,1558.37,Stock,21.29,Completed,60,,Friendly,2.4570 Aqr sh./Tgt sh.,260,2.457,CODE,CY,1728796580.0,1921968880.0
M&A,2014-02-24,,2015-01-02,Qorvo US Inc,TQNT US,RF Micro Devices Inc,RFMD US,1483.88,1562.9,Stock,22.54,Completed,66.7,,Friendly,1.6750 Aqr sh./Tgt sh.,267,1.675,TQNT,RFMD,1883274500.0,1881689760.0
M&A,2015-03-09,,2015-07-23,RTI International Metals Inc,RTI US,Alcoa Corp,AA US,1468.34,1342.13,Stock,12.75,Completed,,,Friendly,2.8315 Aqr sh./Tgt sh.,269,2.8315,RTI,AA,1152036900.0000002,16500348000.0
