date,prc,ret,ticker,deal_id,price_type
2015-11-24,31.97,0.020428,PFE,0,target
2015-11-25,32.87,0.028151,PFE,0,target
2015-11-27,32.79,-0.002434,PFE,0,target
2015-11-30,32.77,-0.00061,PFE,0,target
2015-12-01,33.62,0.025938,PFE,0,target
2015-12-02,32.9,-0.021416,PFE,0,target
2015-12-03,32.39,-0.015502,PFE,0,target
2015-12-04,32.8,0.012658,PFE,0,target
2015-12-07,32.66,-0.004268,PFE,0,target
2015-12-08,32.53,-0.00398,PFE,0,target
2015-12-09,32.29,-0.007378,PFE,0,target
2015-12-10,32.36,0.002168,PFE,0,target
2015-12-11,32.06,-0.009271,PFE,0,target
2015-12-14,32.18,0.003743,PFE,0,target
2015-12-15,32.26,0.002486,PFE,0,target
2015-12-16,32.58,0.00992,PFE,0,target
2015-12-17,32.33,-0.007673,PFE,0,target
2015-12-18,31.99,-0.010517,PFE,0,target
2015-12-21,32.46,0.014692,PFE,0,target
2015-12-22,32.52,0.001848,PFE,0,target
2015-12-23,32.56,0.00123,PFE,0,target
2015-12-24,32.62,0.001843,PFE,0,target
2015-12-28,32.42,-0.006131,PFE,0,target
2015-12-29,32.83,0.012647,PFE,0,target
2015-12-30,32.75,-0.002437,PFE,0,target
2015-12-31,32.28,-0.014351,PFE,0,target
2016-01-04,31.95,-0.010223,PFE,0,target
2016-01-05,32.18,0.007199,PFE,0,target
2016-01-06,31.61,-0.017713,PFE,0,target
2016-01-07,31.4,-0.006644,PFE,0,target
2016-01-08,31.0,-0.012739,PFE,0,target
2016-01-11,31.07,0.002258,PFE,0,target
2016-01-12,31.0,-0.002253,PFE,0,target
2016-01-13,30.37,-0.020323,PFE,0,target
2016-01-14,31.11,0.024366,PFE,0,target
2016-01-15,30.81,-0.009643,PFE,0,target
2016-01-19,30.69,-0.003895,PFE,0,target
2016-01-20,30.66,-0.000978,PFE,0,target
2016-01-21,30.58,-0.002609,PFE,0,target
2016-01-22,30.71,0.004251,PFE,0,target
2016-01-25,30.5,-0.006838,PFE,0,target
2016-01-26,30.67,0.005574,PFE,0,target
2016-01-27,30.52,-0.004891,PFE,0,target
2016-01-28,30.2,-0.010485,PFE,0,target
2016-01-29,30.49,0.009603,PFE,0,target
2016-02-01,30.17,-0.010495,PFE,0,target
2016-02-02,30.14,-0.000994,PFE,0,target
2016-02-03,29.67,-0.00564,PFE,0,target
2016-02-04,29.0,-0.022582,PFE,0,target
