date,prc,ret,ticker,deal_id,price_type
2008-07-29,-7.435,-0.089963,XMSR,124,target
2007-01-29,-6.235,0.00727,MCDTA,357,target
2010-01-26,-15.315,-0.005519,TKTM,359,target
2020-06-24,-12.73,-0.037065,SDI,448,target
2020-06-29,-12.395,-0.009984,SDI,448,target
2020-07-06,-12.98,-0.037092,SDI,448,target
2020-07-07,-12.88,-0.007704,SDI,448,target
2002-09-18,-24.775,-0.007014,FNFN,488,target
2003-03-26,-20.205,-0.01439,FNFN,488,target
2007-01-08,-4.005,0.006029,PMTR,493,target
2023-04-28,-23.03,-0.010739,SAL,546,target
2023-05-24,-25.135,-0.015819,SAL,546,target
2023-07-03,-23.595,-0.00401,SAL,546,target
2022-12-09,-25.48,0.012316,LMST,575,target
2006-06-16,-39.94,-0.0005,NMIL,577,target
2006-07-26,-39.92,-0.004711,NMIL,577,target
2006-08-01,-40.11,0.00275,NMIL,577,target
2006-08-25,-40.305,-0.004077,NMIL,577,target
2006-08-31,-40.405,0.002605,NMIL,577,target
2006-09-13,-40.57,-0.001968,NMIL,577,target
2006-09-19,-40.36,-0.004686,NMIL,577,target
2006-09-22,-40.72,0.001969,NMIL,577,target
2005-10-20,-20.735,0.007532,CAVB,582,target
2005-11-17,-23.735,0.02306,CAVB,582,target
2005-11-25,-24.145,0.006042,CAVB,582,target
2005-12-12,-23.96,0.004612,CAVB,582,target
2005-12-14,-23.915,0.002725,CAVB,582,target
2005-12-28,-24.635,-0.006653,CAVB,582,target
2006-01-10,-24.465,0.013883,CAVB,582,target
2006-01-13,-24.405,0.010978,CAVB,582,target
2006-01-30,-24.05,-0.018367,CAVB,582,target
2006-03-07,-25.24,-0.010196,CAVB,582,target
2006-03-09,-25.245,0.00298,CAVB,582,target
2006-03-10,-24.895,-0.013864,CAVB,582,target
2006-03-13,-25.545,0.02611,CAVB,582,target
2023-04-24,-7.57,-0.033206,PTRS,589,target
2023-05-19,-5.73,0.010582,PTRS,589,target
2008-04-04,-17.935,-0.019945,GFLS,602,target
2008-04-28,-17.99,0.006715,GFLS,602,target
2008-05-16,-18.175,-0.00411,GFLS,602,target
2008-07-01,-15.88,0.0,GFLS,602,target
2014-04-04,-78.625,0.001592,TSH,605,target
2005-01-10,-35.325,-0.006888,NSDB,621,target
2005-01-25,-34.205,-0.008551,NSDB,621,target
2021-08-12,-12.595,-0.011382,RIVE,636,target
2021-08-17,-12.455,-0.013075,RIVE,636,target
2021-08-18,-12.45,-0.000401,RIVE,636,target
2021-09-01,-12.32,-0.00565,RIVE,636,target
2021-09-03,-12.45,-0.004,RIVE,636,target
2021-10-22,-13.19,0.005029,RIVE,636,target
2021-11-03,-13.895,-0.003943,RIVE,636,target
2011-08-30,-18.795,-0.019562,PVSA,640,target
2004-07-02,-26.88,0.003359,FWFC,641,target
2004-07-20,-27.17,0.017603,FWFC,641,target
2004-07-21,-27.05,-0.004417,FWFC,641,target
2004-07-22,-27.075,0.000924,FWFC,641,target
2004-07-23,-26.875,-0.007387,FWFC,641,target
2004-08-02,-26.92,-0.003332,FWFC,641,target
2004-08-03,-26.885,-0.0013,FWFC,641,target
2004-08-05,-26.92,-0.011747,FWFC,641,target
2004-08-09,-26.87,-0.004815,FWFC,641,target
2004-08-27,-28.245,0.065849,FWFC,641,target
2004-08-30,-28.5,0.009028,FWFC,641,target
2004-08-31,-27.86,-0.022456,FWFC,641,target
2004-09-14,-29.2,0.006897,FWFC,641,target
2004-09-15,-29.13,-0.002397,FWFC,641,target
2004-09-16,-29.18,0.001716,FWFC,641,target
2004-09-20,-28.615,0.002628,FWFC,641,target
2004-09-21,-28.625,0.000349,FWFC,641,target
2004-09-23,-28.68,-0.026477,FWFC,641,target
2004-09-28,-28.61,0.004918,FWFC,641,target
2004-10-01,-28.725,0.009311,FWFC,641,target
2004-10-06,-28.795,0.008935,FWFC,641,target
2004-10-08,-28.895,0.012439,FWFC,641,target
2004-10-11,-28.67,-0.007787,FWFC,641,target
2004-10-19,-29.0,-0.005146,FWFC,641,target
2004-10-21,-28.775,0.007175,FWFC,641,target
2004-11-01,-28.35,-0.009088,FWFC,641,target
2004-11-08,-28.85,0.004527,FWFC,641,target
2004-11-10,-29.145,0.014798,FWFC,641,target
2004-12-01,-30.22,0.007333,FWFC,641,target
2004-12-02,-30.45,0.011251,FWFC,641,target
2004-12-03,-30.7,0.00821,FWFC,641,target
2004-12-06,-30.605,-0.003095,FWFC,641,target
2004-12-07,-30.33,-0.008985,FWFC,641,target
2004-12-08,-30.325,-0.000165,FWFC,641,target
2004-12-10,-30.15,0.020305,FWFC,641,target
2004-12-17,-29.955,-0.006468,FWFC,641,target
2004-12-20,-29.955,0.0,FWFC,641,target
2004-12-27,-31.485,0.011404,FWFC,641,target
2004-12-29,-31.505,-0.007717,FWFC,641,target
2004-12-30,-31.615,0.003491,FWFC,641,target
2004-12-31,-31.5,-0.003638,FWFC,641,target
2009-03-27,-8.36,-0.073171,BFBC,642,target
2020-02-06,-41.09,-0.005809,WEBK,645,target
2020-02-10,-41.195,0.009187,WEBK,645,target
2020-02-11,-41.6,0.009831,WEBK,645,target
2020-02-19,-41.505,0.014296,WEBK,645,target
2020-02-21,-41.65,-0.010454,WEBK,645,target
2020-03-17,-25.615,-0.04883,WEBK,645,target
2020-03-30,-26.28,0.036274,WEBK,645,target
2020-04-03,-26.765,0.026659,WEBK,645,target
2020-04-06,-26.875,0.00411,WEBK,645,target
2020-04-30,-31.93,0.031997,WEBK,645,target
2020-05-01,-29.595,-0.073129,WEBK,645,target
2020-05-04,-29.52,-0.002534,WEBK,645,target
2020-05-06,-28.48,-0.010424,WEBK,645,target
2020-05-07,-29.11,0.022121,WEBK,645,target
2020-05-11,-29.045,-0.044887,WEBK,645,target
2020-05-15,-29.94,0.034554,WEBK,645,target
2017-11-14,-11.725,-0.010549,BYBK,652,target
2017-12-26,-12.25,0.0,BYBK,652,target
2024-07-03,-22.665,-0.010262,HMNF,660,target
2024-07-09,-22.53,0.025051,HMNF,660,target
2024-08-02,-25.285,-0.010759,HMNF,660,target
2024-08-14,-24.77,0.001618,HMNF,660,target
2024-08-19,-25.77,0.001944,HMNF,660,target
2024-09-12,-24.97,-0.0004,HMNF,660,target
2014-12-16,-21.05,0.061791,HBNK,667,target
2015-02-19,-21.195,0.009286,HBNK,667,target
2015-03-05,-21.0,-0.012694,HBNK,667,target
2018-10-22,-14.855,-0.009667,HMTA,688,target
2019-01-10,-13.165,-0.008398,HMTA,688,target
2019-01-15,-13.095,-0.010204,HMTA,688,target
2019-01-23,-13.49,0.02197,HMTA,688,target
2019-01-29,-13.3,0.012531,HMTA,688,target
2019-01-31,-13.64,0.011869,HMTA,688,target
2019-02-05,-13.21,-0.039273,HMTA,688,target
2019-02-19,-14.2,-0.006993,HMTA,688,target
2019-02-27,-14.705,0.016196,HMTA,688,target
2019-03-28,-14.46,0.002079,HMTA,688,target
2014-04-28,-21.58,-0.009637,OBAF,694,target
2014-05-23,-20.87,-0.013239,OBAF,694,target
2014-07-11,-22.015,-0.000227,OBAF,694,target
2014-07-29,-21.88,0.001832,OBAF,694,target
2014-12-30,-19.785,0.001265,VYFC,702,target
2015-01-23,-19.335,-0.016531,VYFC,702,target
2015-02-03,-19.525,0.016393,VYFC,702,target
2015-02-25,-19.695,-0.002785,VYFC,702,target
2015-03-16,-19.905,-0.00475,VYFC,702,target
2015-03-24,-19.835,0.001768,VYFC,702,target
2015-04-09,-20.06,-0.016667,VYFC,702,target
2015-04-14,-20.145,0.006747,VYFC,702,target
2015-04-17,-20.255,0.01275,VYFC,702,target
2015-04-21,-20.195,0.00975,VYFC,702,target
2015-04-29,-20.305,-0.01432,VYFC,702,target
2015-05-13,-20.325,-0.001304,VYFC,702,target
2015-05-20,-20.72,0.010732,VYFC,702,target
2015-05-29,-20.66,0.007805,VYFC,702,target
2018-09-26,-25.375,0.002964,PBSK,705,target
2018-09-27,-25.35,-0.000985,PBSK,705,target
2018-10-02,-24.475,-0.022564,PBSK,705,target
2018-10-19,-24.15,-0.009023,PBSK,705,target
2018-11-08,-25.515,0.0206,PBSK,705,target
2018-11-09,-25.205,-0.01215,PBSK,705,target
2018-11-14,-25.195,-0.005173,PBSK,705,target
2012-06-12,-19.71,-0.007053,INCB,726,target
2012-07-09,-22.41,-0.00267,INCB,726,target
2012-07-11,-22.585,0.016884,INCB,726,target
2012-07-19,-22.8,-0.005236,INCB,726,target
2012-07-20,-22.485,-0.013816,INCB,726,target
2012-08-07,-23.31,0.009965,INCB,726,target
2013-08-28,-24.075,-0.003724,BCSB,729,target
2013-10-08,-23.705,-0.002315,BCSB,729,target
2013-11-07,-25.255,-0.011933,BCSB,729,target
2013-11-29,-25.95,-0.008407,BCSB,729,target
2013-12-09,-25.845,0.004587,BCSB,729,target
2013-12-24,-26.135,0.001341,BCSB,729,target
2014-02-14,-27.88,0.12966,BCSB,729,target
2006-08-01,-15.575,0.004191,PFSL,730,target
2006-08-16,-15.955,0.01045,PFSL,730,target
2006-08-21,-15.93,-0.00188,PFSL,730,target
2006-08-25,-15.665,-0.006028,PFSL,730,target
2006-09-27,-17.05,0.000587,PFSL,730,target
2006-10-06,-16.81,-0.005914,PFSL,730,target
2006-10-11,-16.85,-0.001186,PFSL,730,target
2006-10-23,-16.48,-0.002421,PFSL,730,target
2006-10-26,-16.21,-0.001847,PFSL,730,target
2006-10-27,-16.045,-0.010179,PFSL,730,target
2006-10-31,-16.335,0.018391,PFSL,730,target
2006-11-01,-15.975,-0.022039,PFSL,730,target
2006-11-03,-15.905,-0.003446,PFSL,730,target
2006-11-07,-15.85,-0.006892,PFSL,730,target
2006-11-09,-15.8,0.00445,PFSL,730,target
2006-11-10,-15.745,-0.003481,PFSL,730,target
2006-11-13,-15.63,-0.007304,PFSL,730,target
2006-11-24,-16.235,-0.005208,PFSL,730,target
2006-12-21,-15.88,0.011465,PFSL,730,target
2007-01-22,-15.675,0.008039,PFSL,730,target
2007-01-25,-15.43,-0.013805,PFSL,730,target
2006-11-24,-23.215,0.007595,UBMT,734,target
2006-11-29,-23.21,0.011329,UBMT,734,target
2007-01-19,-24.6,0.003263,UBMT,734,target
2003-12-05,-14.32,-0.002091,HDR,736,target
2003-12-12,-14.42,0.001389,HDR,736,target
2004-10-11,-6.785,-0.002206,OBIE,749,target
2004-10-21,-6.785,0.006677,OBIE,749,target
2004-10-22,-6.8,0.002211,OBIE,749,target
2004-10-25,-6.8,0.0,OBIE,749,target
2004-10-26,-6.795,-0.000735,OBIE,749,target
2004-12-30,-6.96,0.008696,OBIE,749,target
2004-12-31,-6.965,0.000718,OBIE,749,target
2005-01-13,-6.93,-0.005739,OBIE,749,target
2005-03-10,-9.94,0.003027,NCRI,753,target
2005-03-28,-9.655,-0.014796,NCRI,753,target
2005-03-29,-9.58,-0.007768,NCRI,753,target
2005-04-18,-9.425,-0.004752,NCRI,753,target
2005-06-23,-9.82,-0.006073,NCRI,753,target
2005-06-24,-9.76,-0.00611,NCRI,753,target
2005-06-27,-9.775,0.001537,NCRI,753,target
2005-07-25,-10.61,0.000943,NCRI,753,target
2015-10-06,-22.75,-0.006555,ASBI,754,target
2015-10-14,-23.15,-0.012771,ASBI,754,target
2015-10-30,-23.455,-0.021893,ASBI,754,target
2015-12-22,-22.705,0.008663,ASBI,754,target
2015-12-24,-23.05,0.000868,ASBI,754,target
2015-12-30,-24.065,0.036838,ASBI,754,target
2009-07-10,-21.735,0.002075,BNV,767,target
2009-08-27,-21.53,0.010798,BNV,767,target
2009-08-28,-21.17,-0.016721,BNV,767,target
2009-09-09,-21.2,0.009524,BNV,767,target
2005-12-05,-22.64,0.006222,ATLRS,771,target
2005-12-09,-22.615,0.016405,ATLRS,771,target
2005-12-13,-22.58,0.014832,ATLRS,771,target
2005-12-28,-22.245,0.011136,ATLRS,771,target
2006-01-03,-22.2,-0.011136,ATLRS,771,target
2006-01-04,-22.225,0.001126,ATLRS,771,target
2006-01-10,-21.975,-0.001136,ATLRS,771,target
2006-01-17,-22.0,0.002278,ATLRS,771,target
2006-01-23,-22.165,0.012101,ATLRS,771,target
2006-01-24,-22.17,0.000226,ATLRS,771,target
2006-01-25,-22.12,-0.002255,ATLRS,771,target
2006-01-27,-22.17,0.012329,ATLRS,771,target
2006-01-31,-22.17,0.012329,ATLRS,771,target
2006-02-09,-22.005,-0.001021,ATLRS,771,target
2006-02-14,-21.97,0.000911,ATLRS,771,target
2006-02-17,-22.275,0.008375,ATLRS,771,target
2006-02-23,-22.215,0.002935,ATLRS,771,target
2006-03-01,-22.285,0.006095,ATLRS,771,target
2006-03-10,-22.22,0.000901,ATLRS,771,target
2009-06-15,-5.65,-0.017391,CJBK,800,target
2009-07-14,-5.185,-0.036245,CJBK,800,target
2009-07-22,-5.375,0.014151,CJBK,800,target
2009-07-24,-5.28,-0.078534,CJBK,800,target
2009-09-03,-6.05,-0.008197,CJBK,800,target
2009-09-09,-6.15,0.025,CJBK,800,target
2009-09-10,-6.215,0.010569,CJBK,800,target
2009-09-30,-6.0,0.000333,CJBK,800,target
2009-10-07,-5.835,0.029101,CJBK,800,target
2009-11-09,-4.745,-0.023663,CJBK,800,target
2009-11-12,-4.87,0.042827,CJBK,800,target
2009-11-17,-5.05,0.01,CJBK,800,target
2010-05-13,-9.495,-0.03211,FCEC,806,target
2010-07-06,-7.765,-0.084305,FCEC,806,target
2010-07-20,-8.65,0.009335,FCEC,806,target
2010-08-03,-8.825,0.005125,FCEC,806,target
2010-10-14,-5.555,0.017399,FCEC,806,target
2010-11-26,-6.29,-0.017188,FCEC,806,target
2009-09-24,-6.935,0.049962,PBCI,814,target
2009-09-25,-6.865,-0.010094,PBCI,814,target
2009-12-24,-7.4,-0.012016,PBCI,814,target
2010-01-06,-7.9,-0.012488,PBCI,814,target
2010-01-07,-7.9,0.0,PBCI,814,target
2010-01-13,-8.335,0.034106,PBCI,814,target
2010-01-22,-8.2,0.009852,PBCI,814,target
2010-02-04,-7.83,0.020861,PBCI,814,target
2010-02-09,-7.835,0.014896,PBCI,814,target
2010-02-18,-8.25,-0.006024,PBCI,814,target
2010-02-26,-8.4,-0.003559,PBCI,814,target
2010-04-05,-8.105,0.025949,PBCI,814,target
2010-05-19,-7.9,-0.014963,PBCI,814,target
2010-05-26,-7.45,0.033287,PBCI,814,target
2010-06-02,-7.62,0.042408,PBCI,814,target
2010-06-03,-7.645,0.003281,PBCI,814,target
2010-06-09,-7.335,0.036017,PBCI,814,target
2010-06-25,-7.4,0.019284,PBCI,814,target
2003-11-18,-7.145,0.006338,NCPM,842,target
2003-12-03,-7.3,0.012483,NCPM,842,target
2003-12-05,-7.2,-0.004149,NCPM,842,target
2003-12-12,-7.155,-0.019863,NCPM,842,target
2004-01-28,-8.715,-0.013024,NCPM,842,target
2004-02-11,-8.07,0.00875,NCPM,842,target
2004-02-13,-7.965,0.018542,NCPM,842,target
2004-02-17,-8.05,0.010672,NCPM,842,target
2004-03-03,-7.98,-0.004988,NCPM,842,target
2004-03-24,-8.075,0.006858,NCPM,842,target
2011-08-17,-4.775,0.026882,ABVA,863,target
2011-08-22,-4.53,-0.03617,ABVA,863,target
2011-09-13,-4.67,-0.016842,ABVA,863,target
2011-09-28,-4.85,0.006224,ABVA,863,target
2011-09-30,-4.8,-0.022403,ABVA,863,target
2011-10-03,-4.735,-0.013542,ABVA,863,target
2011-10-07,-4.845,0.009375,ABVA,863,target
2012-09-12,-5.905,0.000847,CFFC,881,target
2012-10-03,-6.02,0.001664,CFFC,881,target
2012-10-15,-5.915,0.005952,CFFC,881,target
2012-10-19,-5.825,-0.022651,CFFC,881,target
2012-10-23,-5.665,-0.023276,CFFC,881,target
2012-10-24,-5.845,0.031774,CFFC,881,target
2012-10-25,-5.85,0.000855,CFFC,881,target
2012-10-26,-5.85,0.0,CFFC,881,target
2012-11-23,-5.555,0.036381,CFFC,881,target
2012-12-04,-5.725,0.016874,CFFC,881,target
2012-12-06,-5.755,-0.0026,CFFC,881,target
2012-12-28,-5.875,0.000852,CFFC,881,target
2009-04-27,-8.23,0.044019,FCVA,888,target
2009-04-30,-8.285,0.035625,FCVA,888,target
2009-05-05,-8.525,0.029589,FCVA,888,target
2009-05-12,-8.255,0.031875,FCVA,888,target
2009-05-15,-8.135,0.014339,FCVA,888,target
2009-05-26,-7.75,0.033333,FCVA,888,target
2009-05-27,-7.75,0.0,FCVA,888,target
2009-07-01,-7.75,-0.03125,FCVA,888,target
2009-07-02,-7.75,0.0,FCVA,888,target
2009-07-06,-7.75,0.0,FCVA,888,target
2009-07-07,-7.655,-0.012258,FCVA,888,target
2009-08-07,-8.09,0.057516,FCVA,888,target
2009-09-03,-8.025,-0.029625,FCVA,888,target
2009-09-21,-8.045,-0.053529,FCVA,888,target
2009-10-09,-7.27,0.028289,FCVA,888,target
2009-10-12,-6.755,-0.070839,FCVA,888,target
2009-10-13,-6.82,0.009622,FCVA,888,target
2009-10-14,-6.685,-0.019795,FCVA,888,target
2009-10-21,-7.17,-0.044,FCVA,888,target
2009-10-23,-7.34,0.012414,FCVA,888,target
2009-11-04,-6.925,0.013909,FCVA,888,target
2004-01-13,-4.335,-0.012528,FUSA,946,target
2004-01-22,-4.87,-0.00409,FUSA,946,target
2009-02-13,-2.205,-0.037118,AANB,964,target
2009-02-26,-2.145,-0.042411,AANB,964,target
2009-02-27,-2.075,-0.032634,AANB,964,target
2009-03-18,-1.85,-0.084158,AANB,964,target
2009-03-19,-1.85,0.0,AANB,964,target
2009-03-20,-1.8,-0.027027,AANB,964,target
2009-03-23,-1.86,0.033333,AANB,964,target
2009-04-15,-1.995,-0.045455,AANB,964,target
2009-04-21,-2.125,0.10654,AANB,964,target
2009-05-07,-2.155,0.066832,AANB,964,target
2009-06-15,-2.625,0.062753,AANB,964,target
2009-06-19,-2.65,0.047431,AANB,964,target
2009-07-02,-2.635,-0.041818,AANB,964,target
2009-07-07,-2.635,0.045635,AANB,964,target
2009-07-09,-2.76,0.095238,AANB,964,target
2009-07-15,-2.605,0.021569,AANB,964,target
2009-07-23,-2.475,-0.033203,AANB,964,target
2009-09-02,-3.01,0.074962,AANB,964,target
2009-09-03,-3.04,0.009967,AANB,964,target
2009-09-09,-2.995,-0.02443,AANB,964,target
2009-09-10,-2.985,-0.003339,AANB,964,target
2009-09-15,-3.03,-0.013029,AANB,964,target
2009-09-22,-2.925,-0.018456,AANB,964,target
2009-09-25,-2.935,0.029825,AANB,964,target
2009-09-29,-2.925,0.020479,AANB,964,target
2012-07-30,-2.985,-0.008273,BTFG,969,target
2012-10-26,-2.825,-0.019097,BTFG,969,target
2013-01-11,-2.92,-0.003413,BTFG,969,target
2013-02-11,-2.94,0.004956,BTFG,969,target
2020-01-10,-34.23,0.009437,SGB,1134,target
2020-01-13,-34.05,-0.005259,SGB,1134,target
2020-01-17,-34.55,0.002903,SGB,1134,target
2020-01-24,-33.66,-0.002667,SGB,1134,target
2020-01-29,-33.665,-0.002518,SGB,1134,target
2020-02-12,-34.7,0.005797,SGB,1134,target
2020-02-14,-34.77,0.004623,SGB,1134,target
2020-02-18,-34.415,-0.01021,SGB,1134,target
2020-02-21,-34.515,0.005389,SGB,1134,target
2020-02-24,-34.175,-0.009851,SGB,1134,target
2020-03-10,-25.725,-0.015126,SGB,1134,target
2020-03-17,-19.215,0.011316,SGB,1134,target
2020-03-24,-16.14,-0.001238,SGB,1134,target
2020-05-28,-10.66,-0.006061,VAM,1150,target
